summary_level,scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,experiment_count,task_count,turns_total,detected_turns,english_turns,non_target_turns,target_turns,english_turn_share,non_target_turn_share,target_turn_share,median_task_english_turn_share,median_task_non_target_turn_share,median_first_non_target_turn,detected_lang_proportion,non_target_lang_proportion,detected_lang_proportion_json,non_target_lang_proportion_json
domain_language_model,3-crosslingual,L2 Interaction,retail,filipino,TL,tl,tl,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,1958,1958,113,113,1845,0.057712,0.057712,0.942288,0.05,0.05,23.0,tl_0.942|en_0.058,en_0.058,"{""en"":0.057712,""tl"":0.942288}","{""en"":0.057712}"
domain_language_model,3-crosslingual,L2 Interaction,retail,filipino,TL,tl,tl,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,114,1650,1650,686,686,964,0.415758,0.415758,0.584242,0.384615,0.384615,12.0,tl_0.584|en_0.416,en_0.416,"{""en"":0.415758,""tl"":0.584242}","{""en"":0.415758}"
domain_language_model,3-crosslingual,L2 Interaction,retail,indonesian,ID,id,id,azure/kimi-k2.5,kimi-k2.5,1,114,2221,2221,13,17,2204,0.005853,0.007654,0.992346,0.0,0.0,18.0,id_0.992|en_0.006|ja_0.001|ms_0.000,en_0.006|ja_0.001|ms_0.000,"{""en"":0.005853,""id"":0.992346,""ja"":0.001351,""ms"":0.00045}","{""en"":0.005853,""ja"":0.001351,""ms"":0.00045}"
domain_language_model,3-crosslingual,L2 Interaction,retail,indonesian,ID,id,id,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,1583,1583,8,12,1571,0.005054,0.007581,0.992419,0.0,0.0,23.0,id_0.992|en_0.005|ms_0.003,en_0.005|ms_0.003,"{""en"":0.005054,""id"":0.992419,""ms"":0.002527}","{""en"":0.005054,""ms"":0.002527}"
domain_language_model,3-crosslingual,L2 Interaction,retail,indonesian,ID,id,id,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,1699,1699,101,104,1595,0.059447,0.061212,0.938788,0.032796,0.032796,21.0,id_0.939|en_0.059|ms_0.001|jv_0.001,en_0.059|ms_0.001|jv_0.001,"{""en"":0.059447,""id"":0.938788,""jv"":0.000589,""ms"":0.001177}","{""en"":0.059447,""jv"":0.000589,""ms"":0.001177}"
domain_language_model,3-crosslingual,L2 Interaction,retail,indonesian,ID,id,id,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,114,1603,1603,14,14,1589,0.008734,0.008734,0.991266,0.0,0.0,19.0,id_0.991|en_0.009,en_0.009,"{""en"":0.008734,""id"":0.991266}","{""en"":0.008734}"
domain_language_model,3-crosslingual,L2 Interaction,retail,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,1,114,2052,2052,20,20,2032,0.009747,0.009747,0.990253,0.0,0.0,20.0,th_0.990|en_0.010,en_0.010,"{""en"":0.009747,""th"":0.990253}","{""en"":0.009747}"
domain_language_model,3-crosslingual,L2 Interaction,retail,thai,TH,th,th,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,1423,1423,21,21,1402,0.014758,0.014758,0.985242,0.0,0.0,16.0,th_0.985|en_0.015,en_0.015,"{""en"":0.014758,""th"":0.985242}","{""en"":0.014758}"
domain_language_model,3-crosslingual,L2 Interaction,retail,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,1,113,1626,1626,36,36,1590,0.02214,0.02214,0.97786,0.0,0.0,20.0,th_0.978|en_0.022,en_0.022,"{""en"":0.02214,""th"":0.97786}","{""en"":0.02214}"
domain_language_model,3-crosslingual,L2 Interaction,retail,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,1,114,2401,2401,15,15,2386,0.006247,0.006247,0.993753,0.0,0.0,18.0,vi_0.994|en_0.006,en_0.006,"{""en"":0.006247,""vi"":0.993753}","{""en"":0.006247}"
domain_language_model,3-crosslingual,L2 Interaction,retail,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,1574,1574,23,23,1551,0.014612,0.014612,0.985388,0.0,0.0,18.0,vi_0.985|en_0.015,en_0.015,"{""en"":0.014612,""vi"":0.985388}","{""en"":0.014612}"
domain_language_model,3-crosslingual,L2 Interaction,retail,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,1736,1736,40,40,1696,0.023041,0.023041,0.976959,0.0,0.0,22.0,vi_0.977|en_0.023,en_0.023,"{""en"":0.023041,""vi"":0.976959}","{""en"":0.023041}"
domain_language_model,3-crosslingual,L2 Interaction,retail,vietnamese,VI,vi,vi,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,114,1556,1556,19,19,1537,0.012211,0.012211,0.987789,0.0,0.0,18.0,vi_0.988|en_0.012,en_0.012,"{""en"":0.012211,""vi"":0.987789}","{""en"":0.012211}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,1,114,2579,2579,11,12,2567,0.004265,0.004653,0.995347,0.0,0.0,52.0,zh_0.995|en_0.004|ja_0.000,en_0.004|ja_0.000,"{""en"":0.004265,""ja"":0.000388,""zh"":0.995347}","{""en"":0.004265,""ja"":0.000388}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,chinese,ZH,zh,zh,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,1289,1289,81,81,1208,0.062839,0.062839,0.937161,0.0,0.0,56.0,zh_0.937|en_0.063,en_0.063,"{""en"":0.062839,""zh"":0.937161}","{""en"":0.062839}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,chinese,ZH,zh,zh,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,2090,2090,146,146,1944,0.069856,0.069856,0.930144,0.052632,0.052632,54.0,zh_0.930|en_0.070,en_0.070,"{""en"":0.069856,""zh"":0.930144}","{""en"":0.069856}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,chinese,ZH,zh,zh,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,114,2847,2847,55,55,2792,0.019319,0.019319,0.980681,0.0,0.0,28.0,zh_0.981|en_0.019,en_0.019,"{""en"":0.019319,""zh"":0.980681}","{""en"":0.019319}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,filipino,TL,tl,tl,azure/kimi-k2.5,kimi-k2.5,1,114,3737,3737,81,81,3656,0.021675,0.021675,0.978325,0.0,0.0,32.0,tl_0.978|en_0.022,en_0.022,"{""en"":0.021675,""tl"":0.978325}","{""en"":0.021675}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,filipino,TL,tl,tl,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,1429,1429,133,133,1296,0.093072,0.093072,0.906928,0.090909,0.090909,56.0,tl_0.907|en_0.093,en_0.093,"{""en"":0.093072,""tl"":0.906928}","{""en"":0.093072}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,filipino,TL,tl,tl,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,2438,2438,151,152,2286,0.061936,0.062346,0.937654,0.043167,0.043478,54.0,tl_0.938|en_0.062|ja_0.000,en_0.062|ja_0.000,"{""en"":0.061936,""ja"":0.00041,""tl"":0.937654}","{""en"":0.061936,""ja"":0.00041}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,filipino,TL,tl,tl,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,114,2990,2990,118,118,2872,0.039465,0.039465,0.960535,0.0,0.0,32.0,tl_0.961|en_0.039,en_0.039,"{""en"":0.039465,""tl"":0.960535}","{""en"":0.039465}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,indonesian,ID,id,id,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,2972,2972,120,146,2826,0.040377,0.049125,0.950875,0.037037,0.041667,58.0,id_0.951|en_0.040|zh_0.006|es_0.003|ja_0.000,en_0.040|zh_0.006|es_0.003|ja_0.000,"{""en"":0.040377,""es"":0.002692,""id"":0.950875,""ja"":0.000336,""zh"":0.00572}","{""en"":0.040377,""es"":0.002692,""ja"":0.000336,""zh"":0.00572}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,indonesian,ID,id,id,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,3097,3097,177,179,2918,0.057152,0.057798,0.942202,0.04939,0.05,48.0,id_0.942|en_0.057|ms_0.001,en_0.057|ms_0.001,"{""en"":0.057152,""id"":0.942202,""ms"":0.000646}","{""en"":0.057152,""ms"":0.000646}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,indonesian,ID,id,id,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,114,3222,3222,56,59,3163,0.017381,0.018312,0.981688,0.0,0.0,32.0,id_0.982|en_0.017|ms_0.001,en_0.017|ms_0.001,"{""en"":0.017381,""id"":0.981688,""ms"":0.000931}","{""en"":0.017381,""ms"":0.000931}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,thai,TH,th,th,azure/kimi-k2.5,kimi-k2.5,1,114,3071,3071,84,84,2987,0.027353,0.027353,0.972647,0.0,0.0,31.0,th_0.973|en_0.027,en_0.027,"{""en"":0.027353,""th"":0.972647}","{""en"":0.027353}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,thai,TH,th,th,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,1649,1649,158,158,1491,0.095816,0.095816,0.904184,0.095454,0.095454,47.0,th_0.904|en_0.096,en_0.096,"{""en"":0.095816,""th"":0.904184}","{""en"":0.095816}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,thai,TH,th,th,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,2575,2575,158,158,2417,0.061359,0.061359,0.938641,0.056349,0.056349,54.0,th_0.939|en_0.061,en_0.061,"{""en"":0.061359,""th"":0.938641}","{""en"":0.061359}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,1,114,3674,3674,18,18,3656,0.004899,0.004899,0.995101,0.0,0.0,36.5,vi_0.995|en_0.005,en_0.005,"{""en"":0.004899,""vi"":0.995101}","{""en"":0.004899}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen3-235b,1,114,2293,2293,164,164,2129,0.071522,0.071522,0.928478,0.066667,0.066667,52.0,vi_0.928|en_0.072,en_0.072,"{""en"":0.071522,""vi"":0.928478}","{""en"":0.071522}"
domain_language_model,3-crosslingual,L2 Interaction,telecom,vietnamese,VI,vi,vi,openrouter/openai/gpt-5-mini,gpt-5-mini,1,114,3249,3249,185,185,3064,0.056941,0.056941,0.943059,0.055556,0.055556,58.0,vi_0.943|en_0.057,en_0.057,"{""en"":0.056941,""vi"":0.943059}","{""en"":0.056941}"
domain_language_model,4-translated,L2 Domain,airline,chinese,ZH,zh,zh,azure/gpt-5-mini,gpt-5-mini,1,50,729,729,30,33,696,0.041152,0.045267,0.954733,0.0,0.0,19.0,zh_0.955|en_0.041|ko_0.004,en_0.041|ko_0.004,"{""en"":0.041152,""ko"":0.004115,""zh"":0.954733}","{""en"":0.041152,""ko"":0.004115}"
domain_language_model,4-translated,L2 Domain,airline,chinese,ZH,zh,zh,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,1,50,1110,1110,0,0,1110,0.0,0.0,1.0,0.0,0.0,,zh_1.000,,"{""zh"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,chinese,ZH,zh,zh,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,50,489,489,0,0,489,0.0,0.0,1.0,0.0,0.0,,zh_1.000,,"{""zh"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,chinese,ZH,zh,zh,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,50,717,717,0,0,717,0.0,0.0,1.0,0.0,0.0,,zh_1.000,,"{""zh"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,filipino,TL,tl,tl,azure/gpt-5-mini,gpt-5-mini,1,50,678,678,83,83,595,0.122419,0.122419,0.877581,0.138095,0.138095,13.0,tl_0.878|en_0.122,en_0.122,"{""en"":0.122419,""tl"":0.877581}","{""en"":0.122419}"
domain_language_model,4-translated,L2 Domain,airline,filipino,TL,tl,tl,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,49,625,625,55,55,570,0.088,0.088,0.912,0.0625,0.0625,18.0,tl_0.912|en_0.088,en_0.088,"{""en"":0.088,""tl"":0.912}","{""en"":0.088}"
domain_language_model,4-translated,L2 Domain,airline,filipino,TL,tl,tl,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,50,741,741,37,37,704,0.049933,0.049933,0.950067,0.0,0.0,16.0,tl_0.950|en_0.050,en_0.050,"{""en"":0.049933,""tl"":0.950067}","{""en"":0.049933}"
domain_language_model,4-translated,L2 Domain,airline,indonesian,ID,id,id,azure/gpt-5-mini,gpt-5-mini,1,50,614,614,93,94,520,0.151466,0.153094,0.846906,0.174243,0.174243,12.0,id_0.847|en_0.151|it_0.002,en_0.151|it_0.002,"{""en"":0.151466,""id"":0.846906,""it"":0.001629}","{""en"":0.151466,""it"":0.001629}"
domain_language_model,4-translated,L2 Domain,airline,indonesian,ID,id,id,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,50,724,724,49,50,674,0.06768,0.069061,0.930939,0.018519,0.027778,17.0,id_0.931|en_0.068|de_0.001,en_0.068|de_0.001,"{""de"":0.001381,""en"":0.06768,""id"":0.930939}","{""de"":0.001381,""en"":0.06768}"
domain_language_model,4-translated,L2 Domain,airline,indonesian,ID,id,id,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,50,783,783,29,29,754,0.037037,0.037037,0.962963,0.0,0.0,16.0,id_0.963|en_0.037,en_0.037,"{""en"":0.037037,""id"":0.962963}","{""en"":0.037037}"
domain_language_model,4-translated,L2 Domain,airline,thai,TH,th,th,azure/gpt-5-mini,gpt-5-mini,1,50,709,709,4,4,705,0.005642,0.005642,0.994358,0.0,0.0,16.0,th_0.994|en_0.006,en_0.006,"{""en"":0.005642,""th"":0.994358}","{""en"":0.005642}"
domain_language_model,4-translated,L2 Domain,airline,thai,TH,th,th,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,1,50,1031,1031,0,0,1031,0.0,0.0,1.0,0.0,0.0,,th_1.000,,"{""th"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,thai,TH,th,th,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,50,511,511,0,0,511,0.0,0.0,1.0,0.0,0.0,,th_1.000,,"{""th"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,thai,TH,th,th,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,50,646,646,0,0,646,0.0,0.0,1.0,0.0,0.0,,th_1.000,,"{""th"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,vietnamese,VI,vi,vi,azure/gpt-5-mini,gpt-5-mini,1,50,731,731,1,1,730,0.001368,0.001368,0.998632,0.0,0.0,4.0,vi_0.999|en_0.001,en_0.001,"{""en"":0.001368,""vi"":0.998632}","{""en"":0.001368}"
domain_language_model,4-translated,L2 Domain,airline,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,1,50,1032,1032,0,0,1032,0.0,0.0,1.0,0.0,0.0,,vi_1.000,,"{""vi"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,vietnamese,VI,vi,vi,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,50,660,660,0,0,660,0.0,0.0,1.0,0.0,0.0,,vi_1.000,,"{""vi"":1.0}",{}
domain_language_model,4-translated,L2 Domain,airline,vietnamese,VI,vi,vi,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,50,731,731,1,1,730,0.001368,0.001368,0.998632,0.0,0.0,18.0,vi_0.999|en_0.001,en_0.001,"{""en"":0.001368,""vi"":0.998632}","{""en"":0.001368}"
domain_language_model,4-translated,L2 Domain,retail,chinese,ZH,zh,zh,azure/gpt-5-mini,gpt-5-mini,1,114,2385,2385,62,64,2321,0.025996,0.026834,0.973166,0.0,0.0,20.0,zh_0.973|en_0.026|ko_0.001,en_0.026|ko_0.001,"{""en"":0.025996,""ko"":0.000839,""zh"":0.973166}","{""en"":0.025996,""ko"":0.000839}"
domain_language_model,4-translated,L2 Domain,retail,chinese,ZH,zh,zh,azure/kimi-k2.5,kimi-k2.5,1,114,2825,2825,0,1,2824,0.0,0.000354,0.999646,0.0,0.0,32.0,zh_1.000|ko_0.000,ko_0.000,"{""ko"":0.000354,""zh"":0.999646}","{""ko"":0.000354}"
domain_language_model,4-translated,L2 Domain,retail,chinese,ZH,zh,zh,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,1780,1780,0,0,1780,0.0,0.0,1.0,0.0,0.0,,zh_1.000,,"{""zh"":1.0}",{}
domain_language_model,4-translated,L2 Domain,retail,filipino,TL,tl,tl,azure/gpt-5-mini,gpt-5-mini,1,114,1966,1966,65,65,1901,0.033062,0.033062,0.966938,0.0,0.0,30.0,tl_0.967|en_0.033,en_0.033,"{""en"":0.033062,""tl"":0.966938}","{""en"":0.033062}"
domain_language_model,4-translated,L2 Domain,retail,filipino,TL,tl,tl,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,1,114,2528,2528,98,104,2424,0.038766,0.041139,0.958861,0.0,0.0,21.0,tl_0.959|en_0.039|ms_0.002|su_0.000,en_0.039|ms_0.002|su_0.000,"{""en"":0.038766,""ms"":0.001978,""su"":0.000396,""tl"":0.958861}","{""en"":0.038766,""ms"":0.001978,""su"":0.000396}"
domain_language_model,4-translated,L2 Domain,retail,filipino,TL,tl,tl,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,1925,1925,93,93,1832,0.048312,0.048312,0.951688,0.0,0.0,26.0,tl_0.952|en_0.048,en_0.048,"{""en"":0.048312,""tl"":0.951688}","{""en"":0.048312}"
domain_language_model,4-translated,L2 Domain,retail,indonesian,ID,id,id,azure/gpt-5-mini,gpt-5-mini,1,114,1850,1850,92,92,1758,0.04973,0.04973,0.95027,0.0,0.0,27.5,id_0.950|en_0.050,en_0.050,"{""en"":0.04973,""id"":0.95027}","{""en"":0.04973}"
domain_language_model,4-translated,L2 Domain,retail,indonesian,ID,id,id,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,1,114,2225,2225,44,47,2178,0.019775,0.021124,0.978876,0.0,0.0,26.0,id_0.979|en_0.020|ms_0.001,en_0.020|ms_0.001,"{""en"":0.019775,""id"":0.978876,""ms"":0.001348}","{""en"":0.019775,""ms"":0.001348}"
domain_language_model,4-translated,L2 Domain,retail,indonesian,ID,id,id,openrouter/qwen/qwen3.6-35b-a3b,qwen3.6-35b-a3b,1,114,1983,1983,42,44,1939,0.02118,0.022189,0.977811,0.0,0.0,28.0,id_0.978|en_0.021|ms_0.001,en_0.021|ms_0.001,"{""en"":0.02118,""id"":0.977811,""ms"":0.001009}","{""en"":0.02118,""ms"":0.001009}"
domain_language_model,4-translated,L2 Domain,retail,indonesian,ID,id,id,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,1959,1959,68,72,1887,0.034712,0.036753,0.963247,0.0,0.0,28.0,id_0.963|en_0.035|ms_0.002,en_0.035|ms_0.002,"{""en"":0.034712,""id"":0.963247,""ms"":0.002042}","{""en"":0.034712,""ms"":0.002042}"
domain_language_model,4-translated,L2 Domain,retail,thai,TH,th,th,azure/gpt-5-mini,gpt-5-mini,1,114,2092,2092,6,6,2086,0.002868,0.002868,0.997132,0.0,0.0,7.0,th_0.997|en_0.003,en_0.003,"{""en"":0.002868,""th"":0.997132}","{""en"":0.002868}"
domain_language_model,4-translated,L2 Domain,retail,thai,TH,th,th,nebius/moonshotai/Kimi-K2.5,kimi-k2.5,1,114,2623,2623,0,0,2623,0.0,0.0,1.0,0.0,0.0,,th_1.000,,"{""th"":1.0}",{}
domain_language_model,4-translated,L2 Domain,retail,thai,TH,th,th,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,1691,1691,1,1,1690,0.000591,0.000591,0.999409,0.0,0.0,8.0,th_0.999|en_0.001,en_0.001,"{""en"":0.000591,""th"":0.999409}","{""en"":0.000591}"
domain_language_model,4-translated,L2 Domain,retail,vietnamese,VI,vi,vi,azure/gpt-5-mini,gpt-5-mini,1,114,1868,1868,3,3,1865,0.001606,0.001606,0.998394,0.0,0.0,20.0,vi_0.998|en_0.002,en_0.002,"{""en"":0.001606,""vi"":0.998394}","{""en"":0.001606}"
domain_language_model,4-translated,L2 Domain,retail,vietnamese,VI,vi,vi,azure/kimi-k2.5,kimi-k2.5,1,114,2443,2443,1,1,2442,0.000409,0.000409,0.999591,0.0,0.0,18.0,vi_1.000|en_0.000,en_0.000,"{""en"":0.000409,""vi"":0.999591}","{""en"":0.000409}"
domain_language_model,4-translated,L2 Domain,retail,vietnamese,VI,vi,vi,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,1885,1885,1,1,1884,0.000531,0.000531,0.999469,0.0,0.0,18.0,vi_0.999|en_0.001,en_0.001,"{""en"":0.000531,""vi"":0.999469}","{""en"":0.000531}"
domain_language_model,4-translated,L2 Domain,telecom,chinese,ZH,zh,zh,azure/gpt-5-mini,gpt-5-mini,1,114,2034,2034,26,26,2008,0.012783,0.012783,0.987217,0.0,0.0,37.0,zh_0.987|en_0.013,en_0.013,"{""en"":0.012783,""zh"":0.987217}","{""en"":0.012783}"
domain_language_model,4-translated,L2 Domain,telecom,chinese,ZH,zh,zh,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,1,114,3393,3393,0,0,3393,0.0,0.0,1.0,0.0,0.0,,zh_1.000,,"{""zh"":1.0}",{}
domain_language_model,4-translated,L2 Domain,telecom,chinese,ZH,zh,zh,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,2946,2946,1098,1131,1815,0.372709,0.38391,0.61609,0.363636,0.370834,26.0,zh_0.616|en_0.373|ko_0.011,en_0.373|ko_0.011,"{""en"":0.372709,""ko"":0.011202,""zh"":0.61609}","{""en"":0.372709,""ko"":0.011202}"
domain_language_model,4-translated,L2 Domain,telecom,filipino,TL,tl,tl,azure/gpt-5-mini,gpt-5-mini,1,114,2948,2948,156,156,2792,0.052917,0.052917,0.947083,0.036376,0.036376,63.0,tl_0.947|en_0.053,en_0.053,"{""en"":0.052917,""tl"":0.947083}","{""en"":0.052917}"
domain_language_model,4-translated,L2 Domain,telecom,filipino,TL,tl,tl,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,1,114,3792,3792,57,59,3733,0.015032,0.015559,0.984441,0.0,0.0,34.0,tl_0.984|en_0.015|id_0.001,en_0.015|id_0.001,"{""en"":0.015032,""id"":0.000527,""tl"":0.984441}","{""en"":0.015032,""id"":0.000527}"
domain_language_model,4-translated,L2 Domain,telecom,filipino,TL,tl,tl,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,3127,3127,906,931,2196,0.289735,0.297729,0.702271,0.264912,0.267949,36.0,tl_0.702|en_0.290|ko_0.008|si_0.000,en_0.290|ko_0.008|si_0.000,"{""en"":0.289735,""ko"":0.007675,""si"":0.00032,""tl"":0.702271}","{""en"":0.289735,""ko"":0.007675,""si"":0.00032}"
domain_language_model,4-translated,L2 Domain,telecom,indonesian,ID,id,id,azure/gpt-5-mini,gpt-5-mini,1,114,2129,2129,9,11,2118,0.004227,0.005167,0.994833,0.0,0.0,16.0,id_0.995|en_0.004|ms_0.001,en_0.004|ms_0.001,"{""en"":0.004227,""id"":0.994833,""ms"":0.000939}","{""en"":0.004227,""ms"":0.000939}"
domain_language_model,4-translated,L2 Domain,telecom,indonesian,ID,id,id,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,1,114,4038,4038,0,27,4011,0.0,0.006686,0.993314,0.0,0.0,44.0,id_0.993|es_0.006|ms_0.000,es_0.006|ms_0.000,"{""es"":0.006439,""id"":0.993314,""ms"":0.000248}","{""es"":0.006439,""ms"":0.000248}"
domain_language_model,4-translated,L2 Domain,telecom,indonesian,ID,id,id,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,3661,3661,43,44,3617,0.011745,0.012019,0.987981,0.0,0.0,28.0,id_0.988|en_0.012|ms_0.000,en_0.012|ms_0.000,"{""en"":0.011745,""id"":0.987981,""ms"":0.000273}","{""en"":0.011745,""ms"":0.000273}"
domain_language_model,4-translated,L2 Domain,telecom,thai,TH,th,th,azure/gpt-5-mini,gpt-5-mini,1,114,2592,2592,7,9,2583,0.002701,0.003472,0.996528,0.0,0.0,34.0,th_0.997|en_0.003|mk_0.000|zh_0.000,en_0.003|mk_0.000|zh_0.000,"{""en"":0.002701,""mk"":0.000386,""th"":0.996528,""zh"":0.000386}","{""en"":0.002701,""mk"":0.000386,""zh"":0.000386}"
domain_language_model,4-translated,L2 Domain,telecom,thai,TH,th,th,openrouter/moonshotai/kimi-k2.5,kimi-k2.5,1,114,4095,4095,0,0,4095,0.0,0.0,1.0,0.0,0.0,,th_1.000,,"{""th"":1.0}",{}
domain_language_model,4-translated,L2 Domain,telecom,thai,TH,th,th,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,3023,3023,556,573,2450,0.183923,0.189547,0.810453,0.1,0.125,34.0,th_0.810|en_0.184|ko_0.004|zh_0.001|si_0.000,en_0.184|ko_0.004|zh_0.001|si_0.000,"{""en"":0.183923,""ko"":0.0043,""si"":0.000331,""th"":0.810453,""zh"":0.000992}","{""en"":0.183923,""ko"":0.0043,""si"":0.000331,""zh"":0.000992}"
domain_language_model,4-translated,L2 Domain,telecom,vietnamese,VI,vi,vi,azure/gpt-5-mini,gpt-5-mini,1,114,2965,2965,189,189,2776,0.063744,0.063744,0.936256,0.057984,0.057984,50.0,vi_0.936|en_0.064,en_0.064,"{""en"":0.063744,""vi"":0.936256}","{""en"":0.063744}"
domain_language_model,4-translated,L2 Domain,telecom,vietnamese,VI,vi,vi,vertex_ai/qwen/qwen3-235b-a22b-instruct-2507-maas,qwen3-235b,1,114,3557,3557,394,397,3160,0.110768,0.111611,0.888389,0.083333,0.083333,46.0,vi_0.888|en_0.111|ko_0.001|la_0.000,en_0.111|ko_0.001|la_0.000,"{""en"":0.110768,""ko"":0.000562,""la"":0.000281,""vi"":0.888389}","{""en"":0.110768,""ko"":0.000562,""la"":0.000281}"
domain_language,1-english-only,English,airline,english,EN,en,en,,,2,50,1549,1549,1549,0,1549,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
