scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,normalized_agent_llm,simulation_source,task_id,turns_total,trials_observed,english_turns,non_target_turns,target_turns,english_turn_share,non_target_turn_share,target_turn_share,first_non_target_turn,detected_lang_proportion,detected_lang_proportion_json
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],38,3,0,0,38,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],33,3,1,1,32,0.030303,0.030303,0.969697,57,vi_0.970|en_0.030,"{""en"":0.030303,""vi"":0.969697}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on[PERSONA:Hard],28,3,0,0,28,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],44,3,0,0,44,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],39,3,1,1,38,0.025641,0.025641,0.974359,48,vi_0.974|en_0.026,"{""en"":0.025641,""vi"":0.974359}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],41,3,0,0,41,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],40,3,0,0,40,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],39,3,0,0,39,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],35,3,0,0,35,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],14,3,0,0,14,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],44,3,0,0,44,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],36,3,0,0,36,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],30,3,0,0,30,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on[PERSONA:None],17,3,0,0,17,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],34,3,0,0,34,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],48,3,0,0,48,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|bad_vpn|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],55,3,0,0,55,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_off[PERSONA:Hard],45,3,0,0,45,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],26,3,0,0,26,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy],26,3,0,0,26,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],46,3,0,0,46,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|data_saver_mode_on|data_usage_exceeded[PERSONA:Hard],57,3,0,0,57,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],40,3,0,0,40,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],41,3,1,1,40,0.02439,0.02439,0.97561,27,vi_0.976|en_0.024,"{""en"":0.02439,""vi"":0.97561}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:None],42,3,1,1,41,0.02381,0.02381,0.97619,85,vi_0.976|en_0.024,"{""en"":0.02381,""vi"":0.97619}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],17,3,0,0,17,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],55,3,1,1,54,0.018182,0.018182,0.981818,83,vi_0.982|en_0.018,"{""en"":0.018182,""vi"":0.981818}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],35,3,1,1,34,0.028571,0.028571,0.971429,44,vi_0.971|en_0.029,"{""en"":0.028571,""vi"":0.971429}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy],30,3,0,0,30,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],50,3,0,0,50,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],34,3,0,0,34,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None],14,3,2,2,12,0.142857,0.142857,0.857143,12,vi_0.857|en_0.143,"{""en"":0.142857,""vi"":0.857143}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Easy],16,3,3,3,13,0.1875,0.1875,0.8125,12,vi_0.812|en_0.188,"{""en"":0.1875,""vi"":0.8125}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],19,3,3,3,16,0.157895,0.157895,0.842105,12,vi_0.842|en_0.158,"{""en"":0.157895,""vi"":0.842105}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],22,3,1,1,21,0.045455,0.045455,0.954545,20,vi_0.955|en_0.045,"{""en"":0.045455,""vi"":0.954545}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Hard],60,3,1,1,59,0.016667,0.016667,0.983333,42,vi_0.983|en_0.017,"{""en"":0.016667,""vi"":0.983333}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],41,3,1,1,40,0.02439,0.02439,0.97561,39,vi_0.976|en_0.024,"{""en"":0.02439,""vi"":0.97561}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],26,3,3,3,23,0.115385,0.115385,0.884615,26,vi_0.885|en_0.115,"{""en"":0.115385,""vi"":0.884615}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension[PERSONA:None],42,3,0,0,42,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:None],38,3,0,0,38,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],31,3,0,0,31,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],20,3,3,3,17,0.15,0.15,0.85,12,vi_0.850|en_0.150,"{""en"":0.15,""vi"":0.85}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|lock_sim_card_pin[PERSONA:Easy],25,3,2,2,23,0.08,0.08,0.92,24,vi_0.920|en_0.080,"{""en"":0.08,""vi"":0.92}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],44,3,2,2,42,0.045455,0.045455,0.954545,36,vi_0.955|en_0.045,"{""en"":0.045455,""vi"":0.954545}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],52,3,2,2,50,0.038462,0.038462,0.961538,44,vi_0.962|en_0.038,"{""en"":0.038462,""vi"":0.961538}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],32,3,1,1,31,0.03125,0.03125,0.96875,30,vi_0.969|en_0.031,"{""en"":0.03125,""vi"":0.96875}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],34,3,0,0,34,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],39,3,0,0,39,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],23,3,0,0,23,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],14,3,1,1,13,0.071429,0.071429,0.928571,12,vi_0.929|en_0.071,"{""en"":0.071429,""vi"":0.928571}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],19,3,2,2,17,0.105263,0.105263,0.894737,14,vi_0.895|en_0.105,"{""en"":0.105263,""vi"":0.894737}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],20,3,3,3,17,0.15,0.15,0.85,19,vi_0.850|en_0.150,"{""en"":0.15,""vi"":0.85}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],34,3,2,2,32,0.058824,0.058824,0.941176,33,vi_0.941|en_0.059,"{""en"":0.058824,""vi"":0.941176}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],34,3,0,0,34,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],37,3,0,0,37,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],13,3,2,2,11,0.153846,0.153846,0.846154,12,vi_0.846|en_0.154,"{""en"":0.153846,""vi"":0.846154}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],19,3,2,2,17,0.105263,0.105263,0.894737,12,vi_0.895|en_0.105,"{""en"":0.105263,""vi"":0.894737}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],35,3,3,3,32,0.085714,0.085714,0.914286,30,vi_0.914|en_0.086,"{""en"":0.085714,""vi"":0.914286}"
l2_domain,L2 Domain,telecom,vietnamese,VI,vi,vi,openrouter/moonshotai/Kimi-K2.5,kimi-k2.5,kimi-k2.5,data/simulations/l2_domain/2026-05-25-11-01-49_translated_telecom_trial-3_vi_moonshotai-kimi-k2.5_localhost_user,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],38,3,1,1,37,0.026316,0.026316,0.973684,30,vi_0.974|en_0.026,"{""en"":0.026316,""vi"":0.973684}"
