setting,language,domain,role,category,severity,count,turns,total_sims
L2 Tool,Chinese,retail,agent,other,benign,1,1704,342
L2 Tool,Chinese,retail,agent,interruption_error,critical,0,1704,342
L2 Tool,Chinese,retail,agent,interruption_error,benign,0,1704,342
L2 Tool,Chinese,retail,user,outcome,critical,87,1430,342
L2 Tool,Chinese,retail,user,outcome,benign,121,1430,342
L2 Tool,Chinese,retail,user,outcome,correct,134,1430,342
L2 Tool,Chinese,retail,user,guideline_violation,critical,29,1430,342
L2 Tool,Chinese,retail,user,guideline_violation,benign,57,1430,342
L2 Tool,Chinese,retail,user,missed_required_action,critical,3,1430,342
L2 Tool,Chinese,retail,user,missed_required_action,benign,4,1430,342
L2 Tool,Chinese,retail,user,incorrect_interpretation,critical,8,1430,342
L2 Tool,Chinese,retail,user,incorrect_interpretation,benign,16,1430,342
L2 Tool,Chinese,retail,user,premature_termination,critical,10,1430,342
L2 Tool,Chinese,retail,user,premature_termination,benign,16,1430,342
L2 Tool,Chinese,retail,user,inconsistent_behavior,critical,30,1430,342
L2 Tool,Chinese,retail,user,inconsistent_behavior,benign,103,1430,342
L2 Tool,Chinese,retail,user,hallucination,critical,74,1430,342
L2 Tool,Chinese,retail,user,hallucination,benign,104,1430,342
L2 Tool,Chinese,retail,user,wrong_sequence,critical,0,1430,342
L2 Tool,Chinese,retail,user,wrong_sequence,benign,0,1430,342
L2 Tool,Chinese,retail,user,tool_call_argument_error,critical,0,1430,342
L2 Tool,Chinese,retail,user,tool_call_argument_error,benign,0,1430,342
L2 Tool,Chinese,retail,user,irrelevant_tool_call,critical,0,1430,342
L2 Tool,Chinese,retail,user,irrelevant_tool_call,benign,0,1430,342
L2 Tool,Chinese,retail,user,tool_call_schema_error,critical,0,1430,342
L2 Tool,Chinese,retail,user,tool_call_schema_error,benign,0,1430,342
L2 Tool,Chinese,retail,user,revealed_info_early,critical,1,1430,342
L2 Tool,Chinese,retail,user,revealed_info_early,benign,2,1430,342
L2 Tool,Chinese,retail,user,other,critical,0,1430,342
L2 Tool,Chinese,retail,user,other,benign,2,1430,342
L2 Tool,Chinese,retail,user,interruption_error,critical,0,1430,342
L2 Tool,Chinese,retail,user,interruption_error,benign,0,1430,342
L2 Tool,Indonesian,telecom,agent,outcome,critical,89,2839,342
L2 Tool,Indonesian,telecom,agent,outcome,benign,108,2839,342
L2 Tool,Indonesian,telecom,agent,outcome,correct,145,2839,342
L2 Tool,Indonesian,telecom,agent,guideline_violation,critical,57,2839,342
L2 Tool,Indonesian,telecom,agent,guideline_violation,benign,94,2839,342
L2 Tool,Indonesian,telecom,agent,missed_required_action,critical,104,2839,342
L2 Tool,Indonesian,telecom,agent,missed_required_action,benign,133,2839,342
L2 Tool,Indonesian,telecom,agent,incorrect_interpretation,critical,30,2839,342
L2 Tool,Indonesian,telecom,agent,incorrect_interpretation,benign,80,2839,342
L2 Tool,Indonesian,telecom,agent,premature_termination,critical,28,2839,342
L2 Tool,Indonesian,telecom,agent,premature_termination,benign,4,2839,342
L2 Tool,Indonesian,telecom,agent,inconsistent_behavior,critical,3,2839,342
L2 Tool,Indonesian,telecom,agent,inconsistent_behavior,benign,29,2839,342
L2 Tool,Indonesian,telecom,agent,hallucination,critical,6,2839,342
L2 Tool,Indonesian,telecom,agent,hallucination,benign,8,2839,342
L2 Tool,Indonesian,telecom,agent,wrong_sequence,critical,10,2839,342
L2 Tool,Indonesian,telecom,agent,wrong_sequence,benign,14,2839,342
L2 Tool,Indonesian,telecom,agent,tool_call_argument_error,critical,1,2839,342
L2 Tool,Indonesian,telecom,agent,tool_call_argument_error,benign,4,2839,342
L2 Tool,Indonesian,telecom,agent,irrelevant_tool_call,critical,2,2839,342
L2 Tool,Indonesian,telecom,agent,irrelevant_tool_call,benign,27,2839,342
L2 Tool,Indonesian,telecom,agent,tool_call_schema_error,critical,0,2839,342
L2 Tool,Indonesian,telecom,agent,tool_call_schema_error,benign,0,2839,342
L2 Tool,Indonesian,telecom,agent,revealed_info_early,critical,1,2839,342
L2 Tool,Indonesian,telecom,agent,revealed_info_early,benign,3,2839,342
L2 Tool,Indonesian,telecom,agent,other,critical,0,2839,342
L2 Tool,Indonesian,telecom,agent,other,benign,17,2839,342
L2 Tool,Indonesian,telecom,agent,interruption_error,critical,0,2839,342
L2 Tool,Indonesian,telecom,agent,interruption_error,benign,0,2839,342
L2 Tool,Indonesian,telecom,user,outcome,critical,48,3025,342
L2 Tool,Indonesian,telecom,user,outcome,benign,140,3025,342
L2 Tool,Indonesian,telecom,user,outcome,correct,154,3025,342
L2 Tool,Indonesian,telecom,user,guideline_violation,critical,16,3025,342
L2 Tool,Indonesian,telecom,user,guideline_violation,benign,74,3025,342
L2 Tool,Indonesian,telecom,user,missed_required_action,critical,2,3025,342
L2 Tool,Indonesian,telecom,user,missed_required_action,benign,21,3025,342
L2 Tool,Indonesian,telecom,user,incorrect_interpretation,critical,5,3025,342
L2 Tool,Indonesian,telecom,user,incorrect_interpretation,benign,49,3025,342
L2 Tool,Indonesian,telecom,user,premature_termination,critical,12,3025,342
L2 Tool,Indonesian,telecom,user,premature_termination,benign,20,3025,342
L2 Tool,Indonesian,telecom,user,inconsistent_behavior,critical,15,3025,342
L2 Tool,Indonesian,telecom,user,inconsistent_behavior,benign,180,3025,342
L2 Tool,Indonesian,telecom,user,hallucination,critical,51,3025,342
L2 Tool,Indonesian,telecom,user,hallucination,benign,78,3025,342
L2 Tool,Indonesian,telecom,user,wrong_sequence,critical,0,3025,342
L2 Tool,Indonesian,telecom,user,wrong_sequence,benign,6,3025,342
L2 Tool,Indonesian,telecom,user,tool_call_argument_error,critical,1,3025,342
L2 Tool,Indonesian,telecom,user,tool_call_argument_error,benign,9,3025,342
L2 Tool,Indonesian,telecom,user,irrelevant_tool_call,critical,0,3025,342
L2 Tool,Indonesian,telecom,user,irrelevant_tool_call,benign,8,3025,342
L2 Tool,Indonesian,telecom,user,tool_call_schema_error,critical,0,3025,342
L2 Tool,Indonesian,telecom,user,tool_call_schema_error,benign,5,3025,342
L2 Tool,Indonesian,telecom,user,revealed_info_early,critical,0,3025,342
L2 Tool,Indonesian,telecom,user,revealed_info_early,benign,0,3025,342
L2 Tool,Indonesian,telecom,user,other,critical,0,3025,342
L2 Tool,Indonesian,telecom,user,other,benign,12,3025,342
L2 Tool,Indonesian,telecom,user,interruption_error,critical,0,3025,342
L2 Tool,Indonesian,telecom,user,interruption_error,benign,0,3025,342
L2 Tool,Thai,telecom,agent,outcome,critical,87,2769,342
L2 Tool,Thai,telecom,agent,outcome,benign,106,2769,342
L2 Tool,Thai,telecom,agent,outcome,correct,149,2769,342
L2 Tool,Thai,telecom,agent,guideline_violation,critical,69,2769,342
L2 Tool,Thai,telecom,agent,guideline_violation,benign,77,2769,342
L2 Tool,Thai,telecom,agent,missed_required_action,critical,93,2769,342
L2 Tool,Thai,telecom,agent,missed_required_action,benign,124,2769,342
L2 Tool,Thai,telecom,agent,incorrect_interpretation,critical,17,2769,342
L2 Tool,Thai,telecom,agent,incorrect_interpretation,benign,91,2769,342
L2 Tool,Thai,telecom,agent,premature_termination,critical,28,2769,342
L2 Tool,Thai,telecom,agent,premature_termination,benign,1,2769,342
L2 Tool,Thai,telecom,agent,inconsistent_behavior,critical,6,2769,342
L2 Tool,Thai,telecom,agent,inconsistent_behavior,benign,25,2769,342
L2 Tool,Thai,telecom,agent,hallucination,critical,4,2769,342
L2 Tool,Thai,telecom,agent,hallucination,benign,11,2769,342
L2 Tool,Thai,telecom,agent,wrong_sequence,critical,7,2769,342
L2 Tool,Thai,telecom,agent,wrong_sequence,benign,13,2769,342
L2 Tool,Thai,telecom,agent,tool_call_argument_error,critical,1,2769,342
L2 Tool,Thai,telecom,agent,tool_call_argument_error,benign,3,2769,342
L2 Tool,Thai,telecom,agent,irrelevant_tool_call,critical,2,2769,342
L2 Tool,Thai,telecom,agent,irrelevant_tool_call,benign,8,2769,342
L2 Tool,Thai,telecom,agent,tool_call_schema_error,critical,0,2769,342
L2 Tool,Thai,telecom,agent,tool_call_schema_error,benign,0,2769,342
L2 Tool,Thai,telecom,agent,revealed_info_early,critical,1,2769,342
L2 Tool,Thai,telecom,agent,revealed_info_early,benign,3,2769,342
L2 Tool,Thai,telecom,agent,other,critical,1,2769,342
L2 Tool,Thai,telecom,agent,other,benign,14,2769,342
L2 Tool,Thai,telecom,agent,interruption_error,critical,0,2769,342
L2 Tool,Thai,telecom,agent,interruption_error,benign,0,2769,342
L2 Tool,Thai,telecom,user,outcome,critical,46,2956,342
L2 Tool,Thai,telecom,user,outcome,benign,147,2956,342
L2 Tool,Thai,telecom,user,outcome,correct,149,2956,342
L2 Tool,Thai,telecom,user,guideline_violation,critical,36,2956,342
L2 Tool,Thai,telecom,user,guideline_violation,benign,61,2956,342
L2 Tool,Thai,telecom,user,missed_required_action,critical,2,2956,342
L2 Tool,Thai,telecom,user,missed_required_action,benign,30,2956,342
L2 Tool,Thai,telecom,user,incorrect_interpretation,critical,6,2956,342
L2 Tool,Thai,telecom,user,incorrect_interpretation,benign,36,2956,342
L2 Tool,Thai,telecom,user,premature_termination,critical,3,2956,342
L2 Tool,Thai,telecom,user,premature_termination,benign,14,2956,342
L2 Tool,Thai,telecom,user,inconsistent_behavior,critical,47,2956,342
L2 Tool,Thai,telecom,user,inconsistent_behavior,benign,175,2956,342
L2 Tool,Thai,telecom,user,hallucination,critical,48,2956,342
L2 Tool,Thai,telecom,user,hallucination,benign,88,2956,342
L2 Tool,Thai,telecom,user,wrong_sequence,critical,1,2956,342
L2 Tool,Thai,telecom,user,wrong_sequence,benign,2,2956,342
L2 Tool,Thai,telecom,user,tool_call_argument_error,critical,0,2956,342
L2 Tool,Thai,telecom,user,tool_call_argument_error,benign,5,2956,342
L2 Tool,Thai,telecom,user,irrelevant_tool_call,critical,0,2956,342
L2 Tool,Thai,telecom,user,irrelevant_tool_call,benign,1,2956,342
L2 Tool,Thai,telecom,user,tool_call_schema_error,critical,0,2956,342
L2 Tool,Thai,telecom,user,tool_call_schema_error,benign,6,2956,342
L2 Tool,Thai,telecom,user,revealed_info_early,critical,0,2956,342
L2 Tool,Thai,telecom,user,revealed_info_early,benign,1,2956,342
L2 Tool,Thai,telecom,user,other,critical,1,2956,342
L2 Tool,Thai,telecom,user,other,benign,3,2956,342
L2 Tool,Thai,telecom,user,interruption_error,critical,0,2956,342
L2 Tool,Thai,telecom,user,interruption_error,benign,0,2956,342
L2 Tool,Filipino,telecom,agent,outcome,critical,75,2928,342
L2 Tool,Filipino,telecom,agent,outcome,benign,112,2928,342
L2 Tool,Filipino,telecom,agent,outcome,correct,155,2928,342
L2 Tool,Filipino,telecom,agent,guideline_violation,critical,49,2928,342
L2 Tool,Filipino,telecom,agent,guideline_violation,benign,88,2928,342
L2 Tool,Filipino,telecom,agent,missed_required_action,critical,96,2928,342
L2 Tool,Filipino,telecom,agent,missed_required_action,benign,147,2928,342
L2 Tool,Filipino,telecom,agent,incorrect_interpretation,critical,26,2928,342
L2 Tool,Filipino,telecom,agent,incorrect_interpretation,benign,66,2928,342
L2 Tool,Filipino,telecom,agent,premature_termination,critical,23,2928,342
L2 Tool,Filipino,telecom,agent,premature_termination,benign,1,2928,342
L2 Tool,Filipino,telecom,agent,inconsistent_behavior,critical,7,2928,342
L2 Tool,Filipino,telecom,agent,inconsistent_behavior,benign,36,2928,342
L2 Tool,Filipino,telecom,agent,hallucination,critical,2,2928,342
L2 Tool,Filipino,telecom,agent,hallucination,benign,11,2928,342
L2 Tool,Filipino,telecom,agent,wrong_sequence,critical,9,2928,342
L2 Tool,Filipino,telecom,agent,wrong_sequence,benign,9,2928,342
L2 Tool,Filipino,telecom,agent,tool_call_argument_error,critical,1,2928,342
L2 Tool,Filipino,telecom,agent,tool_call_argument_error,benign,7,2928,342
L2 Tool,Filipino,telecom,agent,irrelevant_tool_call,critical,2,2928,342
L2 Tool,Filipino,telecom,agent,irrelevant_tool_call,benign,11,2928,342
L2 Tool,Filipino,telecom,agent,tool_call_schema_error,critical,2,2928,342
L2 Tool,Filipino,telecom,agent,tool_call_schema_error,benign,0,2928,342
L2 Tool,Filipino,telecom,agent,revealed_info_early,critical,1,2928,342
L2 Tool,Filipino,telecom,agent,revealed_info_early,benign,0,2928,342
L2 Tool,Filipino,telecom,agent,other,critical,5,2928,342
L2 Tool,Filipino,telecom,agent,other,benign,2,2928,342
L2 Tool,Filipino,telecom,agent,interruption_error,critical,0,2928,342
L2 Tool,Filipino,telecom,agent,interruption_error,benign,0,2928,342
L2 Tool,Filipino,telecom,user,outcome,critical,45,3132,342
L2 Tool,Filipino,telecom,user,outcome,benign,115,3132,342
L2 Tool,Filipino,telecom,user,outcome,correct,182,3132,342
L2 Tool,Filipino,telecom,user,guideline_violation,critical,35,3132,342
L2 Tool,Filipino,telecom,user,guideline_violation,benign,58,3132,342
L2 Tool,Filipino,telecom,user,missed_required_action,critical,9,3132,342
L2 Tool,Filipino,telecom,user,missed_required_action,benign,11,3132,342
L2 Tool,Filipino,telecom,user,incorrect_interpretation,critical,4,3132,342
L2 Tool,Filipino,telecom,user,incorrect_interpretation,benign,46,3132,342
L2 Tool,Filipino,telecom,user,premature_termination,critical,11,3132,342
L2 Tool,Filipino,telecom,user,premature_termination,benign,14,3132,342
L2 Tool,Filipino,telecom,user,inconsistent_behavior,critical,23,3132,342
L2 Tool,Filipino,telecom,user,inconsistent_behavior,benign,135,3132,342
L2 Tool,Filipino,telecom,user,hallucination,critical,32,3132,342
L2 Tool,Filipino,telecom,user,hallucination,benign,60,3132,342
L2 Tool,Filipino,telecom,user,wrong_sequence,critical,0,3132,342
L2 Tool,Filipino,telecom,user,wrong_sequence,benign,3,3132,342
L2 Tool,Filipino,telecom,user,tool_call_argument_error,critical,0,3132,342
L2 Tool,Filipino,telecom,user,tool_call_argument_error,benign,2,3132,342
L2 Tool,Filipino,telecom,user,irrelevant_tool_call,critical,0,3132,342
L2 Tool,Filipino,telecom,user,irrelevant_tool_call,benign,10,3132,342
L2 Tool,Filipino,telecom,user,tool_call_schema_error,critical,0,3132,342
L2 Tool,Filipino,telecom,user,tool_call_schema_error,benign,4,3132,342
L2 Tool,Filipino,telecom,user,revealed_info_early,critical,0,3132,342
L2 Tool,Filipino,telecom,user,revealed_info_early,benign,15,3132,342
L2 Tool,Filipino,telecom,user,other,critical,0,3132,342
L2 Tool,Filipino,telecom,user,other,benign,11,3132,342
L2 Tool,Filipino,telecom,user,interruption_error,critical,0,3132,342
L2 Tool,Filipino,telecom,user,interruption_error,benign,0,3132,342
L2 Tool,Vietnamese,telecom,agent,outcome,critical,103,2866,342
L2 Tool,Vietnamese,telecom,agent,outcome,benign,117,2866,342
L2 Tool,Vietnamese,telecom,agent,outcome,correct,122,2866,342
L2 Tool,Vietnamese,telecom,agent,guideline_violation,critical,73,2866,342
L2 Tool,Vietnamese,telecom,agent,guideline_violation,benign,90,2866,342
L2 Tool,Vietnamese,telecom,agent,missed_required_action,critical,140,2866,342
L2 Tool,Vietnamese,telecom,agent,missed_required_action,benign,154,2866,342
L2 Tool,Vietnamese,telecom,agent,incorrect_interpretation,critical,41,2866,342
L2 Tool,Vietnamese,telecom,agent,incorrect_interpretation,benign,80,2866,342
L2 Tool,Vietnamese,telecom,agent,premature_termination,critical,25,2866,342
L2 Tool,Vietnamese,telecom,agent,premature_termination,benign,1,2866,342
L2 Tool,Vietnamese,telecom,agent,inconsistent_behavior,critical,6,2866,342
L2 Tool,Vietnamese,telecom,agent,inconsistent_behavior,benign,29,2866,342
L2 Tool,Vietnamese,telecom,agent,hallucination,critical,4,2866,342
L2 Tool,Vietnamese,telecom,agent,hallucination,benign,18,2866,342
L2 Tool,Vietnamese,telecom,agent,wrong_sequence,critical,12,2866,342
L2 Tool,Vietnamese,telecom,agent,wrong_sequence,benign,15,2866,342
L2 Tool,Vietnamese,telecom,agent,tool_call_argument_error,critical,0,2866,342
L2 Tool,Vietnamese,telecom,agent,tool_call_argument_error,benign,2,2866,342
L2 Tool,Vietnamese,telecom,agent,irrelevant_tool_call,critical,1,2866,342
L2 Tool,Vietnamese,telecom,agent,irrelevant_tool_call,benign,11,2866,342
L2 Tool,Vietnamese,telecom,agent,tool_call_schema_error,critical,0,2866,342
L2 Tool,Vietnamese,telecom,agent,tool_call_schema_error,benign,0,2866,342
L2 Tool,Vietnamese,telecom,agent,revealed_info_early,critical,1,2866,342
L2 Tool,Vietnamese,telecom,agent,revealed_info_early,benign,1,2866,342
L2 Tool,Vietnamese,telecom,agent,other,critical,0,2866,342
L2 Tool,Vietnamese,telecom,agent,other,benign,5,2866,342
L2 Tool,Vietnamese,telecom,agent,interruption_error,critical,0,2866,342
L2 Tool,Vietnamese,telecom,agent,interruption_error,benign,0,2866,342
L2 Tool,Vietnamese,telecom,user,outcome,critical,45,3040,342
L2 Tool,Vietnamese,telecom,user,outcome,benign,156,3040,342
L2 Tool,Vietnamese,telecom,user,outcome,correct,141,3040,342
L2 Tool,Vietnamese,telecom,user,guideline_violation,critical,33,3040,342
L2 Tool,Vietnamese,telecom,user,guideline_violation,benign,52,3040,342
L2 Tool,Vietnamese,telecom,user,missed_required_action,critical,2,3040,342
L2 Tool,Vietnamese,telecom,user,missed_required_action,benign,11,3040,342
L2 Tool,Vietnamese,telecom,user,incorrect_interpretation,critical,4,3040,342
L2 Tool,Vietnamese,telecom,user,incorrect_interpretation,benign,30,3040,342
L2 Tool,Vietnamese,telecom,user,premature_termination,critical,5,3040,342
L2 Tool,Vietnamese,telecom,user,premature_termination,benign,23,3040,342
L2 Tool,Vietnamese,telecom,user,inconsistent_behavior,critical,17,3040,342
L2 Tool,Vietnamese,telecom,user,inconsistent_behavior,benign,186,3040,342
L2 Tool,Vietnamese,telecom,user,hallucination,critical,45,3040,342
L2 Tool,Vietnamese,telecom,user,hallucination,benign,91,3040,342
L2 Tool,Vietnamese,telecom,user,wrong_sequence,critical,0,3040,342
L2 Tool,Vietnamese,telecom,user,wrong_sequence,benign,7,3040,342
L2 Tool,Vietnamese,telecom,user,tool_call_argument_error,critical,0,3040,342
L2 Tool,Vietnamese,telecom,user,tool_call_argument_error,benign,10,3040,342
L2 Tool,Vietnamese,telecom,user,irrelevant_tool_call,critical,0,3040,342
L2 Tool,Vietnamese,telecom,user,irrelevant_tool_call,benign,1,3040,342
L2 Tool,Vietnamese,telecom,user,tool_call_schema_error,critical,0,3040,342
L2 Tool,Vietnamese,telecom,user,tool_call_schema_error,benign,3,3040,342
L2 Tool,Vietnamese,telecom,user,revealed_info_early,critical,0,3040,342
L2 Tool,Vietnamese,telecom,user,revealed_info_early,benign,1,3040,342
L2 Tool,Vietnamese,telecom,user,other,critical,0,3040,342
L2 Tool,Vietnamese,telecom,user,other,benign,15,3040,342
L2 Tool,Vietnamese,telecom,user,interruption_error,critical,0,3040,342
L2 Tool,Vietnamese,telecom,user,interruption_error,benign,0,3040,342
L2 Tool,Chinese,telecom,agent,outcome,critical,109,2987,342
L2 Tool,Chinese,telecom,agent,outcome,benign,91,2987,342
L2 Tool,Chinese,telecom,agent,outcome,correct,142,2987,342
L2 Tool,Chinese,telecom,agent,guideline_violation,critical,77,2987,342
L2 Tool,Chinese,telecom,agent,guideline_violation,benign,61,2987,342
L2 Tool,Chinese,telecom,agent,missed_required_action,critical,134,2987,342
L2 Tool,Chinese,telecom,agent,missed_required_action,benign,142,2987,342
L2 Tool,Chinese,telecom,agent,incorrect_interpretation,critical,37,2987,342
L2 Tool,Chinese,telecom,agent,incorrect_interpretation,benign,74,2987,342
L2 Tool,Chinese,telecom,agent,premature_termination,critical,28,2987,342
L2 Tool,Chinese,telecom,agent,premature_termination,benign,3,2987,342
L2 Tool,Chinese,telecom,agent,inconsistent_behavior,critical,3,2987,342
L2 Tool,Chinese,telecom,agent,inconsistent_behavior,benign,36,2987,342
L2 Tool,Chinese,telecom,agent,hallucination,critical,2,2987,342
L2 Tool,Chinese,telecom,agent,hallucination,benign,14,2987,342
L2 Tool,Chinese,telecom,agent,wrong_sequence,critical,10,2987,342
L2 Tool,Chinese,telecom,agent,wrong_sequence,benign,8,2987,342
L2 Tool,Chinese,telecom,agent,tool_call_argument_error,critical,1,2987,342
L2 Tool,Chinese,telecom,agent,tool_call_argument_error,benign,1,2987,342
L2 Tool,Chinese,telecom,agent,irrelevant_tool_call,critical,5,2987,342
L2 Tool,Chinese,telecom,agent,irrelevant_tool_call,benign,6,2987,342
L2 Tool,Chinese,telecom,agent,tool_call_schema_error,critical,0,2987,342
L2 Tool,Chinese,telecom,agent,tool_call_schema_error,benign,1,2987,342
L2 Tool,Chinese,telecom,agent,revealed_info_early,critical,1,2987,342
L2 Tool,Chinese,telecom,agent,revealed_info_early,benign,1,2987,342
L2 Tool,Chinese,telecom,agent,other,critical,2,2987,342
L2 Tool,Chinese,telecom,agent,other,benign,5,2987,342
L2 Tool,Chinese,telecom,agent,interruption_error,critical,0,2987,342
L2 Tool,Chinese,telecom,agent,interruption_error,benign,0,2987,342
L2 Tool,Chinese,telecom,user,outcome,critical,55,3199,342
L2 Tool,Chinese,telecom,user,outcome,benign,135,3199,342
L2 Tool,Chinese,telecom,user,outcome,correct,152,3199,342
L2 Tool,Chinese,telecom,user,guideline_violation,critical,19,3199,342
L2 Tool,Chinese,telecom,user,guideline_violation,benign,64,3199,342
L2 Tool,Chinese,telecom,user,missed_required_action,critical,5,3199,342
L2 Tool,Chinese,telecom,user,missed_required_action,benign,16,3199,342
L2 Tool,Chinese,telecom,user,incorrect_interpretation,critical,6,3199,342
L2 Tool,Chinese,telecom,user,incorrect_interpretation,benign,52,3199,342
L2 Tool,Chinese,telecom,user,premature_termination,critical,8,3199,342
L2 Tool,Chinese,telecom,user,premature_termination,benign,15,3199,342
L2 Tool,Chinese,telecom,user,inconsistent_behavior,critical,22,3199,342
L2 Tool,Chinese,telecom,user,inconsistent_behavior,benign,160,3199,342
L2 Tool,Chinese,telecom,user,hallucination,critical,49,3199,342
L2 Tool,Chinese,telecom,user,hallucination,benign,55,3199,342
L2 Tool,Chinese,telecom,user,wrong_sequence,critical,2,3199,342
L2 Tool,Chinese,telecom,user,wrong_sequence,benign,3,3199,342
L2 Tool,Chinese,telecom,user,tool_call_argument_error,critical,0,3199,342
L2 Tool,Chinese,telecom,user,tool_call_argument_error,benign,1,3199,342
L2 Tool,Chinese,telecom,user,irrelevant_tool_call,critical,0,3199,342
L2 Tool,Chinese,telecom,user,irrelevant_tool_call,benign,3,3199,342
L2 Tool,Chinese,telecom,user,tool_call_schema_error,critical,0,3199,342
L2 Tool,Chinese,telecom,user,tool_call_schema_error,benign,2,3199,342
L2 Tool,Chinese,telecom,user,revealed_info_early,critical,0,3199,342
L2 Tool,Chinese,telecom,user,revealed_info_early,benign,4,3199,342
L2 Tool,Chinese,telecom,user,other,critical,0,3199,342
L2 Tool,Chinese,telecom,user,other,benign,32,3199,342
L2 Tool,Chinese,telecom,user,interruption_error,critical,0,3199,342
L2 Tool,Chinese,telecom,user,interruption_error,benign,0,3199,342
L2 Interaction,Vietnamese,airline,agent,outcome,critical,93,630,150
L2 Interaction,Vietnamese,airline,agent,outcome,benign,25,630,150
L2 Interaction,Vietnamese,airline,agent,outcome,correct,32,630,150
L2 Interaction,Vietnamese,airline,agent,guideline_violation,critical,116,630,150
L2 Interaction,Vietnamese,airline,agent,guideline_violation,benign,38,630,150
L2 Interaction,Vietnamese,airline,agent,missed_required_action,critical,82,630,150
L2 Interaction,Vietnamese,airline,agent,missed_required_action,benign,28,630,150
L2 Interaction,Vietnamese,airline,agent,incorrect_interpretation,critical,67,630,150
L2 Interaction,Vietnamese,airline,agent,incorrect_interpretation,benign,29,630,150
L2 Interaction,Vietnamese,airline,agent,premature_termination,critical,20,630,150
L2 Interaction,Vietnamese,airline,agent,premature_termination,benign,1,630,150
L2 Interaction,Vietnamese,airline,agent,inconsistent_behavior,critical,7,630,150
L2 Interaction,Vietnamese,airline,agent,inconsistent_behavior,benign,11,630,150
L2 Interaction,Vietnamese,airline,agent,hallucination,critical,3,630,150
L2 Interaction,Vietnamese,airline,agent,hallucination,benign,6,630,150
L2 Interaction,Vietnamese,airline,agent,wrong_sequence,critical,9,630,150
L2 Interaction,Vietnamese,airline,agent,wrong_sequence,benign,7,630,150
L2 Interaction,Vietnamese,airline,agent,tool_call_argument_error,critical,3,630,150
L2 Interaction,Vietnamese,airline,agent,tool_call_argument_error,benign,1,630,150
L2 Interaction,Vietnamese,airline,agent,irrelevant_tool_call,critical,3,630,150
L2 Interaction,Vietnamese,airline,agent,irrelevant_tool_call,benign,4,630,150
L2 Interaction,Vietnamese,airline,agent,tool_call_schema_error,critical,1,630,150
L2 Interaction,Vietnamese,airline,agent,tool_call_schema_error,benign,0,630,150
L2 Interaction,Vietnamese,airline,agent,revealed_info_early,critical,0,630,150
L2 Interaction,Vietnamese,airline,agent,revealed_info_early,benign,2,630,150
L2 Interaction,Vietnamese,airline,agent,other,critical,2,630,150
L2 Interaction,Vietnamese,airline,agent,other,benign,4,630,150
L2 Interaction,Vietnamese,airline,agent,interruption_error,critical,0,630,150
L2 Interaction,Vietnamese,airline,agent,interruption_error,benign,0,630,150
L2 Interaction,Vietnamese,airline,user,outcome,critical,43,586,150
L2 Interaction,Vietnamese,airline,user,outcome,benign,48,586,150
L2 Interaction,Vietnamese,airline,user,outcome,correct,59,586,150
L2 Interaction,Vietnamese,airline,user,guideline_violation,critical,18,586,150
L2 Interaction,Vietnamese,airline,user,guideline_violation,benign,22,586,150
L2 Interaction,Vietnamese,airline,user,missed_required_action,critical,3,586,150
L2 Interaction,Vietnamese,airline,user,missed_required_action,benign,1,586,150
L2 Interaction,Vietnamese,airline,user,incorrect_interpretation,critical,3,586,150
L2 Interaction,Vietnamese,airline,user,incorrect_interpretation,benign,8,586,150
L2 Interaction,Vietnamese,airline,user,premature_termination,critical,6,586,150
L2 Interaction,Vietnamese,airline,user,premature_termination,benign,12,586,150
L2 Interaction,Vietnamese,airline,user,inconsistent_behavior,critical,22,586,150
L2 Interaction,Vietnamese,airline,user,inconsistent_behavior,benign,34,586,150
L2 Interaction,Vietnamese,airline,user,hallucination,critical,22,586,150
L2 Interaction,Vietnamese,airline,user,hallucination,benign,24,586,150
L2 Interaction,Vietnamese,airline,user,wrong_sequence,critical,0,586,150
L2 Interaction,Vietnamese,airline,user,wrong_sequence,benign,0,586,150
L2 Interaction,Vietnamese,airline,user,tool_call_argument_error,critical,0,586,150
L2 Interaction,Vietnamese,airline,user,tool_call_argument_error,benign,0,586,150
L2 Interaction,Vietnamese,airline,user,irrelevant_tool_call,critical,0,586,150
L2 Interaction,Vietnamese,airline,user,irrelevant_tool_call,benign,0,586,150
L2 Interaction,Vietnamese,airline,user,tool_call_schema_error,critical,0,586,150
L2 Interaction,Vietnamese,airline,user,tool_call_schema_error,benign,0,586,150
L2 Interaction,Vietnamese,airline,user,revealed_info_early,critical,1,586,150
L2 Interaction,Vietnamese,airline,user,revealed_info_early,benign,0,586,150
L2 Interaction,Vietnamese,airline,user,other,critical,0,586,150
L2 Interaction,Vietnamese,airline,user,other,benign,1,586,150
L2 Interaction,Vietnamese,airline,user,interruption_error,critical,0,586,150
L2 Interaction,Vietnamese,airline,user,interruption_error,benign,0,586,150
L2 Interaction,Thai,airline,agent,outcome,critical,105,604,150
L2 Interaction,Thai,airline,agent,outcome,benign,14,604,150
L2 Interaction,Thai,airline,agent,outcome,correct,31,604,150
L2 Interaction,Thai,airline,agent,guideline_violation,critical,113,604,150
L2 Interaction,Thai,airline,agent,guideline_violation,benign,23,604,150
L2 Interaction,Thai,airline,agent,missed_required_action,critical,98,604,150
L2 Interaction,Thai,airline,agent,missed_required_action,benign,18,604,150
