primary_label,failure_count,relevant_trials,total_failures,summary_level,scenario,domain,normalized_agent_llm,language_scenario,failure_pct_of_all_failures,failure_pct_of_relevant_trials,failure_label
wrong_write_arguments_or_state,28,150,78,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,vietnamese,0.358974358974359,0.18666666666666668,Wrong write args/state
wrong_write_arguments_or_state,28,150,80,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,filipino,0.35,0.18666666666666668,Wrong write args/state
db_mismatch,28,150,84,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_2,0.3333333333333333,0.18666666666666668,DB mismatch
db_mismatch,28,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_5,0.3181818181818182,0.18666666666666668,DB mismatch
wrong_write_arguments_or_state,63,342,120,scenario_domain_model_language,english,retail,gpt-5-mini,english,0.525,0.18421052631578946,Wrong write args/state
wrong_write_action,63,342,190,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,filipino,0.33157894736842103,0.18421052631578946,Wrong write action
wrong_write_arguments_or_state,63,342,190,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,filipino,0.33157894736842103,0.18421052631578946,Wrong write args/state
wrong_write_arguments_or_state,63,342,217,scenario_domain_model_language,l2_tools,telecom,qwen3-235b-a22b-inst,tool_mix_4,0.2903225806451613,0.18421052631578946,Wrong write args/state
wrong_write_arguments_or_state,62,342,118,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,filipino,0.5254237288135594,0.18128654970760233,Wrong write args/state
wrong_write_arguments_or_state,62,342,142,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_4,0.43661971830985913,0.18128654970760233,Wrong write args/state
wrong_write_action,27,150,66,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,filipino,0.4090909090909091,0.18,Wrong write action
db_mismatch,27,150,84,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,filipino,0.32142857142857145,0.18,DB mismatch
wrong_write_arguments_or_state,27,150,76,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,indonesian,0.35526315789473684,0.18,Wrong write args/state
wrong_write_arguments_or_state,27,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_3,0.3068181818181818,0.18,Wrong write args/state
wrong_read_arguments,61,342,259,scenario_domain_model_language,l2_domain,retail,qwen3-235b-a22b-inst,indonesian,0.23552123552123552,0.1783625730994152,Wrong read args
wrong_write_arguments_or_state,61,342,245,scenario_domain_model_language,l2_domain,telecom,qwen3-235b-a22b-inst,thai,0.24897959183673468,0.1783625730994152,Wrong write args/state
wrong_write_arguments_or_state,61,342,146,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,filipino,0.4178082191780822,0.1783625730994152,Wrong write args/state
wrong_write_arguments_or_state,61,342,114,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_3,0.5350877192982456,0.1783625730994152,Wrong write args/state
wrong_write_arguments_or_state,61,342,147,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_5,0.41496598639455784,0.1783625730994152,Wrong write args/state
wrong_write_arguments_or_state,61,342,240,scenario_domain_model_language,l2_tools,telecom,qwen3-235b-a22b-inst,tool_mix_2,0.25416666666666665,0.1783625730994152,Wrong write args/state
wrong_write_arguments_or_state,60,342,119,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_4,0.5042016806722689,0.17543859649122806,Wrong write args/state
wrong_write_arguments_or_state,60,342,155,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,vietnamese,0.3870967741935484,0.17543859649122806,Wrong write args/state
wrong_write_arguments_or_state,26,150,69,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,vietnamese,0.37681159420289856,0.17333333333333334,Wrong write args/state
loop_or_recovery_failure,26,150,68,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,thai,0.38235294117647056,0.17333333333333334,Loop/recovery
wrong_write_arguments_or_state,26,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_5,0.29545454545454547,0.17333333333333334,Wrong write args/state
wrong_write_arguments_or_state,26,150,83,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,vietnamese,0.3132530120481928,0.17333333333333334,Wrong write args/state
wrong_write_arguments_or_state,59,342,114,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_2,0.5175438596491229,0.17251461988304093,Wrong write args/state
wrong_write_arguments_or_state,59,342,147,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,filipino,0.4013605442176871,0.17251461988304093,Wrong write args/state
wrong_write_action,57,342,147,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,filipino,0.3877551020408163,0.16666666666666666,Wrong write action
db_mismatch,25,150,78,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,chinese,0.32051282051282054,0.16666666666666666,DB mismatch
wrong_write_action,56,342,162,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,thai,0.345679012345679,0.16374269005847952,Wrong write action
wrong_write_arguments_or_state,56,342,116,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,filipino,0.4827586206896552,0.16374269005847952,Wrong write args/state
wrong_write_action,56,342,159,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_3,0.3522012578616352,0.16374269005847952,Wrong write action
wrong_write_arguments_or_state,55,342,251,scenario_domain_model_language,l2_domain,retail,qwen3-235b-a22b-inst,chinese,0.21912350597609562,0.1608187134502924,Wrong write args/state
wrong_write_arguments_or_state,55,342,104,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,vietnamese,0.5288461538461539,0.1608187134502924,Wrong write args/state
wrong_write_arguments_or_state,55,342,253,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,vietnamese,0.21739130434782608,0.1608187134502924,Wrong write args/state
wrong_write_arguments_or_state,55,342,154,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,indonesian,0.35714285714285715,0.1608187134502924,Wrong write args/state
wrong_write_arguments_or_state,55,342,138,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_2,0.39855072463768115,0.1608187134502924,Wrong write args/state
wrong_write_arguments_or_state,24,150,78,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,indonesian,0.3076923076923077,0.16,Wrong write args/state
wrong_write_arguments_or_state,24,150,81,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,chinese,0.2962962962962963,0.16,Wrong write args/state
wrong_write_arguments_or_state,24,150,84,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,filipino,0.2857142857142857,0.16,Wrong write args/state
wrong_write_arguments_or_state,24,150,93,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,thai,0.25806451612903225,0.16,Wrong write args/state
wrong_read_arguments,54,342,253,scenario_domain_model_language,l2_domain,retail,qwen3-235b-a22b-inst,filipino,0.2134387351778656,0.15789473684210525,Wrong read args
wrong_write_action,54,342,153,scenario_domain_model_language,l2_domain,retail,qwen3.6-35b-a3b,indonesian,0.35294117647058826,0.15789473684210525,Wrong write action
wrong_write_action,54,342,154,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,indonesian,0.35064935064935066,0.15789473684210525,Wrong write action
wrong_read_arguments,53,342,243,scenario_domain_model_language,l2_domain,retail,qwen3-235b-a22b-inst,vietnamese,0.21810699588477367,0.15497076023391812,Wrong read args
wrong_write_arguments_or_state,53,342,111,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,indonesian,0.4774774774774775,0.15497076023391812,Wrong write args/state
wrong_write_arguments_or_state,53,342,104,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_5,0.5096153846153846,0.15497076023391812,Wrong write args/state
wrong_write_action,23,150,68,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,thai,0.3382352941176471,0.15333333333333332,Wrong write action
db_mismatch,23,150,78,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,vietnamese,0.2948717948717949,0.15333333333333332,DB mismatch
db_mismatch,23,150,83,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,vietnamese,0.27710843373493976,0.15333333333333332,DB mismatch
wrong_write_arguments_or_state,52,342,140,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,chinese,0.37142857142857144,0.15204678362573099,Wrong write args/state
wrong_write_arguments_or_state,52,342,121,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,thai,0.4297520661157025,0.15204678362573099,Wrong write args/state
wrong_write_arguments_or_state,52,342,150,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,thai,0.3466666666666667,0.15204678362573099,Wrong write args/state
wrong_write_arguments_or_state,52,342,159,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_3,0.3270440251572327,0.15204678362573099,Wrong write args/state
wrong_write_action,51,342,264,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,chinese,0.19318181818181818,0.14912280701754385,Wrong write action
wrong_write_action,22,150,60,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,indonesian,0.36666666666666664,0.14666666666666667,Wrong write action
wrong_write_action,22,150,61,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,thai,0.36065573770491804,0.14666666666666667,Wrong write action
wrong_write_arguments_or_state,22,150,75,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,chinese,0.29333333333333333,0.14666666666666667,Wrong write args/state
wrong_write_arguments_or_state,22,150,77,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,thai,0.2857142857142857,0.14666666666666667,Wrong write args/state
wrong_write_arguments_or_state,22,150,78,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,chinese,0.28205128205128205,0.14666666666666667,Wrong write args/state
wrong_write_action,22,150,83,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,vietnamese,0.26506024096385544,0.14666666666666667,Wrong write action
wrong_write_arguments_or_state,50,342,134,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,indonesian,0.373134328358209,0.14619883040935672,Wrong write args/state
wrong_write_arguments_or_state,50,342,103,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,chinese,0.4854368932038835,0.14619883040935672,Wrong write args/state
wrong_write_action,49,342,69,scenario_domain_model_language,l2_domain,telecom,kimi-k2.5,indonesian,0.7101449275362319,0.14327485380116958,Wrong write action
wrong_write_action,49,342,134,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,indonesian,0.3656716417910448,0.14327485380116958,Wrong write action
wrong_write_arguments_or_state,49,342,109,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,vietnamese,0.44954128440366975,0.14327485380116958,Wrong write args/state
wrong_write_arguments_or_state,44,310,138,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,vietnamese,0.3188405797101449,0.14193548387096774,Wrong write args/state
wrong_write_arguments_or_state,48,340,133,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,chinese,0.3609022556390977,0.1411764705882353,Wrong write args/state
wrong_write_arguments_or_state,48,342,111,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,chinese,0.43243243243243246,0.14035087719298245,Wrong write args/state
wrong_write_arguments_or_state,48,342,109,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,filipino,0.44036697247706424,0.14035087719298245,Wrong write args/state
wrong_write_action,21,150,44,scenario_domain_model_language,english,airline,kimi-k2.5,english,0.4772727272727273,0.14,Wrong write action
wrong_write_arguments_or_state,21,150,51,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,chinese,0.4117647058823529,0.14,Wrong write args/state
wrong_write_arguments_or_state,21,150,56,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,indonesian,0.375,0.14,Wrong write args/state
wrong_write_action,21,150,84,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,filipino,0.25,0.14,Wrong write action
wrong_write_action,21,150,77,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,thai,0.2727272727272727,0.14,Wrong write action
db_mismatch,21,150,80,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,filipino,0.2625,0.14,DB mismatch
wrong_write_action,21,150,84,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_2,0.25,0.14,Wrong write action
wrong_write_arguments_or_state,21,150,84,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_2,0.25,0.14,Wrong write args/state
loop_or_recovery_failure,47,342,88,scenario_domain_model_language,l2_domain,telecom,kimi-k2.5,filipino,0.5340909090909091,0.13742690058479531,Loop/recovery
wrong_write_action,47,342,111,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,filipino,0.42342342342342343,0.13742690058479531,Wrong write action
wrong_write_arguments_or_state,47,342,162,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,thai,0.29012345679012347,0.13742690058479531,Wrong write args/state
wrong_write_action,47,342,150,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,thai,0.31333333333333335,0.13742690058479531,Wrong write action
wrong_write_action,46,340,133,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,chinese,0.3458646616541353,0.13529411764705881,Wrong write action
wrong_write_action,46,341,142,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,vietnamese,0.323943661971831,0.1348973607038123,Wrong write action
wrong_write_arguments_or_state,46,342,118,scenario_domain_model_language,english,retail,qwen3.6-35b-a3b,english,0.3898305084745763,0.13450292397660818,Wrong write args/state
wrong_write_arguments_or_state,46,342,108,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,indonesian,0.42592592592592593,0.13450292397660818,Wrong write args/state
wrong_write_action,46,342,123,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,indonesian,0.37398373983739835,0.13450292397660818,Wrong write action
wrong_write_action,46,342,139,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,chinese,0.33093525179856115,0.13450292397660818,Wrong write action
wrong_write_arguments_or_state,20,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,chinese,0.3508771929824561,0.13333333333333333,Wrong write args/state
db_mismatch,20,150,76,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,indonesian,0.2631578947368421,0.13333333333333333,DB mismatch
wrong_write_action,20,150,54,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_4,0.37037037037037035,0.13333333333333333,Wrong write action
wrong_write_action,45,342,118,scenario_domain_model_language,english,retail,qwen3.6-35b-a3b,english,0.3813559322033898,0.13157894736842105,Wrong write action
wrong_write_action,45,342,175,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,filipino,0.2571428571428571,0.13157894736842105,Wrong write action
wrong_write_arguments_or_state,45,342,139,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,chinese,0.3237410071942446,0.13157894736842105,Wrong write args/state
wrong_write_arguments_or_state,44,342,281,scenario_domain_model_language,l2_domain,retail,qwen3-235b-a22b-inst,thai,0.15658362989323843,0.1286549707602339,Wrong write args/state
wrong_write_arguments_or_state,44,342,103,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,thai,0.42718446601941745,0.1286549707602339,Wrong write args/state
wrong_write_arguments_or_state,44,342,98,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,indonesian,0.4489795918367347,0.1286549707602339,Wrong write args/state
wrong_write_action,44,342,50,scenario_domain_model_language,l2_interaction,telecom,kimi-k2.5,thai,0.88,0.1286549707602339,Wrong write action
wrong_write_arguments_or_state,44,342,96,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,chinese,0.4583333333333333,0.1286549707602339,Wrong write args/state
wrong_write_arguments_or_state,19,150,59,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,chinese,0.3220338983050847,0.12666666666666668,Wrong write args/state
wrong_write_arguments_or_state,19,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,filipino,0.3333333333333333,0.12666666666666668,Wrong write args/state
wrong_write_action,19,150,52,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,vietnamese,0.36538461538461536,0.12666666666666668,Wrong write action
wrong_write_action,43,342,157,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,indonesian,0.27388535031847133,0.12573099415204678,Wrong write action
wrong_write_arguments_or_state,43,342,123,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,indonesian,0.34959349593495936,0.12573099415204678,Wrong write args/state
wrong_read_arguments,43,342,162,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,thai,0.2654320987654321,0.12573099415204678,Wrong read args
wrong_read_arguments,42,342,231,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,thai,0.18181818181818182,0.12280701754385964,Wrong read args
wrong_write_action,42,342,107,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,vietnamese,0.3925233644859813,0.12280701754385964,Wrong write action
wrong_write_action,42,342,147,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_5,0.2857142857142857,0.12280701754385964,Wrong write action
wrong_write_arguments_or_state,18,150,77,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,vietnamese,0.23376623376623376,0.12,Wrong write args/state
wrong_write_arguments_or_state,18,150,41,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,indonesian,0.43902439024390244,0.12,Wrong write args/state
wrong_write_action,18,150,68,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,thai,0.2647058823529412,0.12,Wrong write action
wrong_write_arguments_or_state,18,150,61,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,thai,0.29508196721311475,0.12,Wrong write args/state
wrong_write_arguments_or_state,18,150,54,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,vietnamese,0.3333333333333333,0.12,Wrong write args/state
wrong_write_action,18,150,39,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,indonesian,0.46153846153846156,0.12,Wrong write action
wrong_write_action,18,150,47,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,thai,0.3829787234042553,0.12,Wrong write action
wrong_write_action,18,150,76,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,indonesian,0.23684210526315788,0.12,Wrong write action
wrong_write_action,18,150,50,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,filipino,0.36,0.12,Wrong write action
loop_or_recovery_failure,41,342,190,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,filipino,0.21578947368421053,0.11988304093567251,Loop/recovery
wrong_write_action,41,342,152,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,vietnamese,0.26973684210526316,0.11988304093567251,Wrong write action
wrong_write_arguments_or_state,41,342,228,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,indonesian,0.17982456140350878,0.11988304093567251,Wrong write args/state
wrong_write_arguments_or_state,41,342,266,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,thai,0.15413533834586465,0.11988304093567251,Wrong write args/state
wrong_write_action,41,342,138,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_2,0.2971014492753623,0.11988304093567251,Wrong write action
wrong_write_action,40,342,140,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,chinese,0.2857142857142857,0.11695906432748537,Wrong write action
wrong_write_arguments_or_state,40,342,95,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,vietnamese,0.42105263157894735,0.11695906432748537,Wrong write args/state
wrong_write_arguments_or_state,39,342,146,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,thai,0.2671232876712329,0.11403508771929824,Wrong write args/state
wrong_write_action,39,342,146,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,filipino,0.2671232876712329,0.11403508771929824,Wrong write action
wrong_write_action,39,342,40,scenario_domain_model_language,l2_interaction,telecom,kimi-k2.5,filipino,0.975,0.11403508771929824,Wrong write action
wrong_write_action,39,342,155,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,vietnamese,0.25161290322580643,0.11403508771929824,Wrong write action
wrong_write_action,17,150,59,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,chinese,0.288135593220339,0.11333333333333333,Wrong write action
wrong_write_arguments_or_state,17,150,60,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,indonesian,0.2833333333333333,0.11333333333333333,Wrong write args/state
wrong_write_action,17,150,93,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,thai,0.1827956989247312,0.11333333333333333,Wrong write action
wrong_write_action,38,342,116,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,filipino,0.3275862068965517,0.1111111111111111,Wrong write action
wrong_write_action,16,145,41,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,vietnamese,0.3902439024390244,0.1103448275862069,Wrong write action
wrong_read_arguments,37,342,142,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_4,0.2605633802816901,0.10818713450292397,Wrong read args
db_mismatch,16,150,61,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,thai,0.26229508196721313,0.10666666666666667,DB mismatch
wrong_write_action,16,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,filipino,0.2807017543859649,0.10666666666666667,Wrong write action
wrong_write_arguments_or_state,16,150,40,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,vietnamese,0.4,0.10666666666666667,Wrong write args/state
db_mismatch,16,150,77,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,thai,0.2077922077922078,0.10666666666666667,DB mismatch
wrong_write_action,16,150,43,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,thai,0.37209302325581395,0.10666666666666667,Wrong write action
wrong_write_action,16,150,57,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,thai,0.2807017543859649,0.10666666666666667,Wrong write action
wrong_write_action,16,150,48,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_2,0.3333333333333333,0.10666666666666667,Wrong write action
wrong_write_arguments_or_state,16,150,54,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_5,0.2962962962962963,0.10666666666666667,Wrong write args/state
wrong_write_action,16,150,90,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,indonesian,0.17777777777777778,0.10666666666666667,Wrong write action
wrong_write_action,16,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_5,0.18181818181818182,0.10666666666666667,Wrong write action
wrong_write_arguments_or_state,36,342,230,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,thai,0.1565217391304348,0.10526315789473684,Wrong write args/state
wrong_write_arguments_or_state,36,342,107,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,vietnamese,0.3364485981308411,0.10526315789473684,Wrong write args/state
wrong_read_arguments,36,342,159,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_3,0.22641509433962265,0.10526315789473684,Wrong read args
wrong_read_arguments,36,342,155,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,vietnamese,0.23225806451612904,0.10526315789473684,Wrong read args
wrong_write_action,35,342,88,scenario_domain_model_language,l2_domain,telecom,kimi-k2.5,filipino,0.3977272727272727,0.1023391812865497,Wrong write action
wrong_read_arguments,35,342,140,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,chinese,0.25,0.1023391812865497,Wrong read args
wrong_write_action,15,150,48,scenario_domain_model_language,english,airline,gpt-5-mini,english,0.3125,0.1,Wrong write action
wrong_write_arguments_or_state,15,150,66,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,filipino,0.22727272727272727,0.1,Wrong write args/state
wrong_write_arguments_or_state,15,150,61,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,thai,0.2459016393442623,0.1,Wrong write args/state
wrong_write_action,15,150,66,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,vietnamese,0.22727272727272727,0.1,Wrong write action
missing_required_read,15,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,chinese,0.2631578947368421,0.1,Missing read
wrong_write_action,15,150,61,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,thai,0.2459016393442623,0.1,Wrong write action
wrong_write_arguments_or_state,15,150,43,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,thai,0.3488372093023256,0.1,Wrong write args/state
wrong_write_action,15,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,indonesian,0.3191489361702128,0.1,Wrong write action
wrong_write_action,15,150,51,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_3,0.29411764705882354,0.1,Wrong write action
wrong_write_action,15,150,54,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_5,0.2777777777777778,0.1,Wrong write action
wrong_write_action,15,150,78,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,chinese,0.19230769230769232,0.1,Wrong write action
wrong_write_action,34,342,95,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,chinese,0.35789473684210527,0.09941520467836257,Wrong write action
wrong_write_action,34,342,111,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,indonesian,0.3063063063063063,0.09941520467836257,Wrong write action
wrong_read_arguments,34,342,139,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,chinese,0.2446043165467626,0.09941520467836257,Wrong read args
wrong_write_action,33,342,120,scenario_domain_model_language,english,retail,gpt-5-mini,english,0.275,0.09649122807017543,Wrong write action
wrong_write_action,33,342,109,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,vietnamese,0.30275229357798167,0.09649122807017543,Wrong write action
wrong_write_arguments_or_state,32,342,95,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,chinese,0.3368421052631579,0.0935672514619883,Wrong write args/state
wrong_write_arguments_or_state,32,342,111,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,filipino,0.2882882882882883,0.0935672514619883,Wrong write args/state
wrong_write_action,32,342,98,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,indonesian,0.32653061224489793,0.0935672514619883,Wrong write action
wrong_write_arguments_or_state,32,342,289,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,filipino,0.11072664359861592,0.0935672514619883,Wrong write args/state
wrong_write_action,14,150,69,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,vietnamese,0.2028985507246377,0.09333333333333334,Wrong write action
wrong_write_arguments_or_state,14,150,81,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,thai,0.1728395061728395,0.09333333333333334,Wrong write args/state
wrong_write_arguments_or_state,14,150,34,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,indonesian,0.4117647058823529,0.09333333333333334,Wrong write args/state
wrong_write_arguments_or_state,14,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,indonesian,0.2978723404255319,0.09333333333333334,Wrong write args/state
wrong_write_arguments_or_state,14,150,52,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,vietnamese,0.2692307692307692,0.09333333333333334,Wrong write args/state
