scenario,scenario_label,role,turn_idx,turn_count,non_target_turn_count,non_target_share
l2_interaction,L2 Interaction,user,17,3221,132,0.040981
l2_interaction,L2 Interaction,user,18,485,44,0.090722
l2_interaction,L2 Interaction,user,19,2725,108,0.039633
l2_interaction,L2 Interaction,user,20,467,56,0.119914
l2_interaction,L2 Interaction,user,21,2687,107,0.039821
l2_interaction,L2 Interaction,user,22,462,39,0.084416
l2_interaction,L2 Interaction,user,23,2393,92,0.038445
l2_interaction,L2 Interaction,user,24,329,28,0.085106
l2_interaction,L2 Interaction,user,25,2111,84,0.039792
l2_interaction,L2 Interaction,user,26,286,17,0.059441
l2_interaction,L2 Interaction,user,27,1857,80,0.04308
l2_interaction,L2 Interaction,user,28,226,18,0.079646
l2_interaction,L2 Interaction,user,29,1703,58,0.034058
l2_interaction,L2 Interaction,user,30,158,14,0.088608
l2_interaction,L2 Interaction,user,31,1592,41,0.025754
l2_interaction,L2 Interaction,user,32,126,12,0.095238
l2_interaction,L2 Interaction,user,33,1459,29,0.019877
l2_interaction,L2 Interaction,user,34,104,7,0.067308
l2_interaction,L2 Interaction,user,35,1334,35,0.026237
l2_interaction,L2 Interaction,user,36,74,6,0.081081
l2_interaction,L2 Interaction,user,37,1184,24,0.02027
l2_interaction,L2 Interaction,user,38,57,5,0.087719
l2_interaction,L2 Interaction,user,39,1209,19,0.015715
l2_interaction,L2 Interaction,user,40,54,1,0.018519
l2_interaction,L2 Interaction,user,41,1054,13,0.012334
l2_interaction,L2 Interaction,user,42,47,1,0.021277
l2_interaction,L2 Interaction,user,43,1036,15,0.014479
l2_interaction,L2 Interaction,user,44,44,2,0.045455
l2_interaction,L2 Interaction,user,45,965,11,0.011399
l2_interaction,L2 Interaction,user,46,38,1,0.026316
l2_interaction,L2 Interaction,user,47,849,10,0.011779
l2_interaction,L2 Interaction,user,48,40,2,0.05
l2_interaction,L2 Interaction,user,49,822,8,0.009732
l2_interaction,L2 Interaction,user,50,34,0,0.0
l2_interaction,L2 Interaction,user,51,734,6,0.008174
l2_interaction,L2 Interaction,user,52,32,2,0.0625
l2_interaction,L2 Interaction,user,53,704,4,0.005682
l2_interaction,L2 Interaction,user,54,26,0,0.0
l2_interaction,L2 Interaction,user,55,664,8,0.012048
l2_interaction,L2 Interaction,user,56,23,1,0.043478
l2_interaction,L2 Interaction,user,57,580,6,0.010345
l2_interaction,L2 Interaction,user,58,24,0,0.0
l2_interaction,L2 Interaction,user,59,539,2,0.003711
l2_interaction,L2 Interaction,user,60,24,1,0.041667
l2_interaction,L2 Interaction,user,61,488,7,0.014344
l2_interaction,L2 Interaction,user,62,16,0,0.0
l2_interaction,L2 Interaction,user,63,446,4,0.008969
l2_interaction,L2 Interaction,user,64,20,0,0.0
l2_interaction,L2 Interaction,user,65,422,4,0.009479
l2_interaction,L2 Interaction,user,66,17,0,0.0
l2_interaction,L2 Interaction,user,67,366,4,0.010929
l2_interaction,L2 Interaction,user,68,17,0,0.0
l2_interaction,L2 Interaction,user,69,330,3,0.009091
l2_interaction,L2 Interaction,user,70,21,0,0.0
l2_interaction,L2 Interaction,user,71,298,6,0.020134
l2_interaction,L2 Interaction,user,72,17,0,0.0
l2_interaction,L2 Interaction,user,73,265,1,0.003774
l2_interaction,L2 Interaction,user,74,19,0,0.0
l2_interaction,L2 Interaction,user,75,250,1,0.004
l2_interaction,L2 Interaction,user,76,19,0,0.0
l2_interaction,L2 Interaction,user,77,223,8,0.035874
l2_interaction,L2 Interaction,user,78,16,0,0.0
l2_interaction,L2 Interaction,user,79,208,1,0.004808
l2_interaction,L2 Interaction,user,80,19,0,0.0
l2_interaction,L2 Interaction,user,81,161,3,0.018634
l2_interaction,L2 Interaction,user,82,11,0,0.0
l2_interaction,L2 Interaction,user,83,159,3,0.018868
l2_interaction,L2 Interaction,user,84,9,0,0.0
l2_interaction,L2 Interaction,user,85,133,2,0.015038
l2_interaction,L2 Interaction,user,86,13,0,0.0
l2_interaction,L2 Interaction,user,87,119,1,0.008403
l2_interaction,L2 Interaction,user,88,15,0,0.0
l2_interaction,L2 Interaction,user,89,102,3,0.029412
l2_interaction,L2 Interaction,user,90,12,0,0.0
l2_interaction,L2 Interaction,user,91,81,1,0.012346
l2_interaction,L2 Interaction,user,92,11,0,0.0
l2_interaction,L2 Interaction,user,93,78,3,0.038462
l2_interaction,L2 Interaction,user,94,7,1,0.142857
l2_interaction,L2 Interaction,user,95,72,2,0.027778
l2_interaction,L2 Interaction,user,96,2,0,0.0
l2_interaction,L2 Interaction,user,97,58,3,0.051724
l2_interaction,L2 Interaction,user,98,4,0,0.0
l2_interaction,L2 Interaction,user,99,60,0,0.0
l2_interaction,L2 Interaction,user,100,4,0,0.0
l2_interaction,L2 Interaction,user,101,47,1,0.021277
l2_interaction,L2 Interaction,user,102,5,0,0.0
l2_interaction,L2 Interaction,user,103,41,0,0.0
l2_interaction,L2 Interaction,user,104,2,1,0.5
l2_interaction,L2 Interaction,user,105,42,1,0.02381
l2_interaction,L2 Interaction,user,106,2,0,0.0
l2_interaction,L2 Interaction,user,107,32,1,0.03125
l2_interaction,L2 Interaction,user,108,2,0,0.0
l2_interaction,L2 Interaction,user,109,33,1,0.030303
l2_interaction,L2 Interaction,user,111,23,0,0.0
l2_interaction,L2 Interaction,user,112,3,0,0.0
l2_interaction,L2 Interaction,user,113,31,2,0.064516
l2_interaction,L2 Interaction,user,114,4,0,0.0
l2_interaction,L2 Interaction,user,115,25,0,0.0
l2_interaction,L2 Interaction,user,116,1,0,0.0
l2_interaction,L2 Interaction,user,117,19,0,0.0
l2_interaction,L2 Interaction,user,118,4,0,0.0
l2_interaction,L2 Interaction,user,119,20,0,0.0
l2_interaction,L2 Interaction,user,120,1,0,0.0
l2_interaction,L2 Interaction,user,121,15,0,0.0
l2_interaction,L2 Interaction,user,122,1,0,0.0
l2_interaction,L2 Interaction,user,123,16,0,0.0
l2_interaction,L2 Interaction,user,124,3,0,0.0
l2_interaction,L2 Interaction,user,125,10,1,0.1
l2_interaction,L2 Interaction,user,126,2,0,0.0
l2_interaction,L2 Interaction,user,127,12,0,0.0
l2_interaction,L2 Interaction,user,128,2,0,0.0
l2_interaction,L2 Interaction,user,129,12,0,0.0
l2_interaction,L2 Interaction,user,130,1,0,0.0
l2_interaction,L2 Interaction,user,131,14,0,0.0
l2_interaction,L2 Interaction,user,132,2,0,0.0
l2_interaction,L2 Interaction,user,133,8,0,0.0
l2_interaction,L2 Interaction,user,134,3,0,0.0
l2_interaction,L2 Interaction,user,135,8,0,0.0
l2_interaction,L2 Interaction,user,136,3,0,0.0
l2_interaction,L2 Interaction,user,137,8,1,0.125
l2_interaction,L2 Interaction,user,138,1,0,0.0
l2_interaction,L2 Interaction,user,139,6,0,0.0
l2_interaction,L2 Interaction,user,140,1,0,0.0
l2_interaction,L2 Interaction,user,141,5,0,0.0
l2_interaction,L2 Interaction,user,142,1,0,0.0
l2_interaction,L2 Interaction,user,143,10,0,0.0
l2_interaction,L2 Interaction,user,145,8,0,0.0
l2_interaction,L2 Interaction,user,147,5,0,0.0
l2_interaction,L2 Interaction,user,149,3,0,0.0
l2_interaction,L2 Interaction,user,151,4,0,0.0
l2_interaction,L2 Interaction,user,153,5,0,0.0
l2_interaction,L2 Interaction,user,155,7,0,0.0
l2_interaction,L2 Interaction,user,157,5,0,0.0
l2_interaction,L2 Interaction,user,159,5,0,0.0
l2_interaction,L2 Interaction,user,161,4,0,0.0
l2_interaction,L2 Interaction,user,163,4,0,0.0
l2_interaction,L2 Interaction,user,165,5,0,0.0
l2_interaction,L2 Interaction,user,167,5,1,0.2
l2_interaction,L2 Interaction,user,169,3,0,0.0
l2_interaction,L2 Interaction,user,171,4,0,0.0
l2_interaction,L2 Interaction,user,173,5,0,0.0
l2_interaction,L2 Interaction,user,175,7,0,0.0
l2_interaction,L2 Interaction,user,177,3,0,0.0
l2_interaction,L2 Interaction,user,179,5,0,0.0
l2_interaction,L2 Interaction,user,181,3,0,0.0
l2_interaction,L2 Interaction,user,183,4,0,0.0
l2_interaction,L2 Interaction,user,185,3,0,0.0
l2_interaction,L2 Interaction,user,187,4,0,0.0
l2_interaction,L2 Interaction,user,189,3,0,0.0
l2_interaction,L2 Interaction,user,191,4,0,0.0
l2_interaction,L2 Interaction,user,193,2,0,0.0
l2_interaction,L2 Interaction,user,195,3,0,0.0
l2_interaction,L2 Interaction,user,197,2,0,0.0
l2_interaction,L2 Interaction,user,199,3,0,0.0
l2_interaction,L2 Interaction,user,201,1,0,0.0
l2_tools,L2 Tools,agent,0,14997,0,0.0
l2_tools,L2 Tools,agent,1,1,0,0.0
l2_tools,L2 Tools,agent,2,12753,0,0.0
l2_tools,L2 Tools,agent,3,1,0,0.0
l2_tools,L2 Tools,agent,4,988,0,0.0
l2_tools,L2 Tools,agent,6,2341,2,0.000854
l2_tools,L2 Tools,agent,7,9,0,0.0
l2_tools,L2 Tools,agent,8,1878,1,0.000532
l2_tools,L2 Tools,agent,9,39,0,0.0
l2_tools,L2 Tools,agent,10,3558,2,0.000562
l2_tools,L2 Tools,agent,11,162,0,0.0
l2_tools,L2 Tools,agent,12,5189,2,0.000385
l2_tools,L2 Tools,agent,13,300,0,0.0
l2_tools,L2 Tools,agent,14,5610,4,0.000713
l2_tools,L2 Tools,agent,15,301,0,0.0
l2_tools,L2 Tools,agent,16,5410,32,0.005915
l2_tools,L2 Tools,agent,17,374,0,0.0
l2_tools,L2 Tools,agent,18,5063,43,0.008493
l2_tools,L2 Tools,agent,19,320,0,0.0
l2_tools,L2 Tools,agent,20,4432,39,0.0088
l2_tools,L2 Tools,agent,21,315,0,0.0
l2_tools,L2 Tools,agent,22,3985,38,0.009536
l2_tools,L2 Tools,agent,23,238,0,0.0
l2_tools,L2 Tools,agent,24,3487,50,0.014339
l2_tools,L2 Tools,agent,25,206,0,0.0
l2_tools,L2 Tools,agent,26,2927,38,0.012983
l2_tools,L2 Tools,agent,27,143,0,0.0
l2_tools,L2 Tools,agent,28,2751,27,0.009815
l2_tools,L2 Tools,agent,29,113,0,0.0
l2_tools,L2 Tools,agent,30,2366,42,0.017751
l2_tools,L2 Tools,agent,31,88,0,0.0
l2_tools,L2 Tools,agent,32,2292,31,0.013525
l2_tools,L2 Tools,agent,33,60,0,0.0
l2_tools,L2 Tools,agent,34,2062,25,0.012124
l2_tools,L2 Tools,agent,35,48,0,0.0
l2_tools,L2 Tools,agent,36,1840,27,0.014674
l2_tools,L2 Tools,agent,37,36,0,0.0
l2_tools,L2 Tools,agent,38,1707,20,0.011716
l2_tools,L2 Tools,agent,39,28,0,0.0
l2_tools,L2 Tools,agent,40,1589,21,0.013216
l2_tools,L2 Tools,agent,41,32,0,0.0
l2_tools,L2 Tools,agent,42,1515,17,0.011221
l2_tools,L2 Tools,agent,43,24,1,0.041667
l2_tools,L2 Tools,agent,44,1380,19,0.013768
l2_tools,L2 Tools,agent,45,28,0,0.0
l2_tools,L2 Tools,agent,46,1312,16,0.012195
l2_tools,L2 Tools,agent,47,19,0,0.0
l2_tools,L2 Tools,agent,48,1233,11,0.008921
l2_tools,L2 Tools,agent,49,23,0,0.0
l2_tools,L2 Tools,agent,50,1143,13,0.011374
l2_tools,L2 Tools,agent,51,21,0,0.0
l2_tools,L2 Tools,agent,52,1018,9,0.008841
l2_tools,L2 Tools,agent,53,18,0,0.0
l2_tools,L2 Tools,agent,54,917,9,0.009815
l2_tools,L2 Tools,agent,55,12,0,0.0
l2_tools,L2 Tools,agent,56,881,8,0.009081
l2_tools,L2 Tools,agent,57,9,0,0.0
l2_tools,L2 Tools,agent,58,836,2,0.002392
l2_tools,L2 Tools,agent,59,18,0,0.0
l2_tools,L2 Tools,agent,60,777,4,0.005148
l2_tools,L2 Tools,agent,61,10,0,0.0
l2_tools,L2 Tools,agent,62,631,4,0.006339
l2_tools,L2 Tools,agent,63,12,0,0.0
l2_tools,L2 Tools,agent,64,589,4,0.006791
l2_tools,L2 Tools,agent,65,9,0,0.0
l2_tools,L2 Tools,agent,66,543,2,0.003683
l2_tools,L2 Tools,agent,67,6,0,0.0
l2_tools,L2 Tools,agent,68,491,2,0.004073
l2_tools,L2 Tools,agent,69,13,0,0.0
l2_tools,L2 Tools,agent,70,445,2,0.004494
l2_tools,L2 Tools,agent,71,8,0,0.0
l2_tools,L2 Tools,agent,72,400,0,0.0
l2_tools,L2 Tools,agent,73,11,0,0.0
l2_tools,L2 Tools,agent,74,368,2,0.005435
l2_tools,L2 Tools,agent,75,10,0,0.0
l2_tools,L2 Tools,agent,76,301,1,0.003322
l2_tools,L2 Tools,agent,77,8,0,0.0
l2_tools,L2 Tools,agent,78,300,0,0.0
l2_tools,L2 Tools,agent,79,7,0,0.0
l2_tools,L2 Tools,agent,80,227,2,0.008811
l2_tools,L2 Tools,agent,81,7,0,0.0
l2_tools,L2 Tools,agent,82,222,1,0.004505
l2_tools,L2 Tools,agent,83,12,0,0.0
l2_tools,L2 Tools,agent,84,202,1,0.00495
l2_tools,L2 Tools,agent,85,5,0,0.0
l2_tools,L2 Tools,agent,86,152,0,0.0
l2_tools,L2 Tools,agent,87,6,0,0.0
l2_tools,L2 Tools,agent,88,139,0,0.0
l2_tools,L2 Tools,agent,89,4,0,0.0
l2_tools,L2 Tools,agent,90,132,0,0.0
l2_tools,L2 Tools,agent,91,5,0,0.0
l2_tools,L2 Tools,agent,92,109,0,0.0
l2_tools,L2 Tools,agent,93,3,0,0.0
l2_tools,L2 Tools,agent,94,84,0,0.0
l2_tools,L2 Tools,agent,95,2,0,0.0
l2_tools,L2 Tools,agent,96,75,0,0.0
l2_tools,L2 Tools,agent,97,2,0,0.0
l2_tools,L2 Tools,agent,98,68,0,0.0
l2_tools,L2 Tools,agent,99,3,0,0.0
l2_tools,L2 Tools,agent,100,50,0,0.0
l2_tools,L2 Tools,agent,101,4,0,0.0
l2_tools,L2 Tools,agent,102,50,0,0.0
l2_tools,L2 Tools,agent,103,2,0,0.0
l2_tools,L2 Tools,agent,104,56,0,0.0
l2_tools,L2 Tools,agent,105,2,0,0.0
l2_tools,L2 Tools,agent,106,43,0,0.0
l2_tools,L2 Tools,agent,107,1,0,0.0
l2_tools,L2 Tools,agent,108,25,0,0.0
l2_tools,L2 Tools,agent,109,1,0,0.0
l2_tools,L2 Tools,agent,110,24,0,0.0
l2_tools,L2 Tools,agent,111,1,0,0.0
l2_tools,L2 Tools,agent,112,21,0,0.0
l2_tools,L2 Tools,agent,113,1,0,0.0
l2_tools,L2 Tools,agent,114,32,0,0.0
l2_tools,L2 Tools,agent,115,1,0,0.0
l2_tools,L2 Tools,agent,116,21,0,0.0
l2_tools,L2 Tools,agent,117,1,0,0.0
l2_tools,L2 Tools,agent,118,20,0,0.0
l2_tools,L2 Tools,agent,119,1,0,0.0
l2_tools,L2 Tools,agent,120,21,0,0.0
l2_tools,L2 Tools,agent,122,15,0,0.0
l2_tools,L2 Tools,agent,123,1,0,0.0
l2_tools,L2 Tools,agent,124,7,0,0.0
l2_tools,L2 Tools,agent,126,9,0,0.0
l2_tools,L2 Tools,agent,128,8,0,0.0
l2_tools,L2 Tools,agent,130,9,0,0.0
l2_tools,L2 Tools,agent,132,9,0,0.0
l2_tools,L2 Tools,agent,133,1,0,0.0
l2_tools,L2 Tools,agent,134,7,0,0.0
l2_tools,L2 Tools,agent,136,7,0,0.0
l2_tools,L2 Tools,agent,138,4,0,0.0
l2_tools,L2 Tools,agent,142,6,0,0.0
l2_tools,L2 Tools,agent,143,1,0,0.0
l2_tools,L2 Tools,agent,144,1,0,0.0
l2_tools,L2 Tools,agent,146,2,0,0.0
l2_tools,L2 Tools,agent,147,1,0,0.0
l2_tools,L2 Tools,agent,148,4,0,0.0
l2_tools,L2 Tools,agent,149,1,0,0.0
l2_tools,L2 Tools,agent,150,4,0,0.0
l2_tools,L2 Tools,agent,151,1,0,0.0
l2_tools,L2 Tools,agent,152,2,0,0.0
l2_tools,L2 Tools,agent,154,2,0,0.0
l2_tools,L2 Tools,agent,156,4,0,0.0
l2_tools,L2 Tools,agent,160,3,0,0.0
l2_tools,L2 Tools,agent,162,1,0,0.0
l2_tools,L2 Tools,agent,164,2,0,0.0
l2_tools,L2 Tools,agent,166,1,0,0.0
l2_tools,L2 Tools,agent,168,1,0,0.0
l2_tools,L2 Tools,agent,170,2,0,0.0
l2_tools,L2 Tools,agent,174,1,0,0.0
l2_tools,L2 Tools,agent,178,1,0,0.0
l2_tools,L2 Tools,agent,180,1,0,0.0
l2_tools,L2 Tools,agent,184,1,0,0.0
l2_tools,L2 Tools,agent,188,1,0,0.0
l2_tools,L2 Tools,agent,197,1,0,0.0
l2_tools,L2 Tools,agent,201,1,0,0.0
l2_tools,L2 Tools,agent,205,1,0,0.0
l2_tools,L2 Tools,agent,328,1,0,0.0
l2_tools,L2 Tools,user,0,1,0,0.0
l2_tools,L2 Tools,user,1,14997,0,0.0
l2_tools,L2 Tools,user,2,1,0,0.0
l2_tools,L2 Tools,user,3,12300,117,0.009512
l2_tools,L2 Tools,user,5,1018,27,0.026523
l2_tools,L2 Tools,user,6,3,0,0.0
l2_tools,L2 Tools,user,7,2056,97,0.047179
l2_tools,L2 Tools,user,8,17,1,0.058824
l2_tools,L2 Tools,user,9,1802,4,0.00222
l2_tools,L2 Tools,user,10,46,0,0.0
l2_tools,L2 Tools,user,11,2809,3,0.001068
l2_tools,L2 Tools,user,12,140,0,0.0
l2_tools,L2 Tools,user,13,4163,4,0.000961
l2_tools,L2 Tools,user,14,245,1,0.004082
l2_tools,L2 Tools,user,15,4638,5,0.001078
l2_tools,L2 Tools,user,16,207,1,0.004831
l2_tools,L2 Tools,user,17,4322,10,0.002314
l2_tools,L2 Tools,user,18,229,1,0.004367
l2_tools,L2 Tools,user,19,4267,6,0.001406
l2_tools,L2 Tools,user,20,207,0,0.0
l2_tools,L2 Tools,user,21,3958,10,0.002527
l2_tools,L2 Tools,user,22,185,1,0.005405
l2_tools,L2 Tools,user,23,3435,6,0.001747
l2_tools,L2 Tools,user,24,148,0,0.0
l2_tools,L2 Tools,user,25,3093,3,0.00097
l2_tools,L2 Tools,user,26,155,0,0.0
l2_tools,L2 Tools,user,27,2661,3,0.001127
l2_tools,L2 Tools,user,28,96,0,0.0
l2_tools,L2 Tools,user,29,2507,6,0.002393
l2_tools,L2 Tools,user,30,86,2,0.023256
l2_tools,L2 Tools,user,31,2347,1,0.000426
l2_tools,L2 Tools,user,32,64,0,0.0
l2_tools,L2 Tools,user,33,2226,1,0.000449
l2_tools,L2 Tools,user,34,53,0,0.0
l2_tools,L2 Tools,user,35,1997,2,0.001002
l2_tools,L2 Tools,user,36,40,0,0.0
l2_tools,L2 Tools,user,37,1910,2,0.001047
l2_tools,L2 Tools,user,38,36,1,0.027778
l2_tools,L2 Tools,user,39,1779,2,0.001124
l2_tools,L2 Tools,user,40,40,0,0.0
l2_tools,L2 Tools,user,41,1699,1,0.000589
l2_tools,L2 Tools,user,42,29,0,0.0
l2_tools,L2 Tools,user,43,1568,2,0.001276
l2_tools,L2 Tools,user,44,31,0,0.0
l2_tools,L2 Tools,user,45,1482,2,0.00135
l2_tools,L2 Tools,user,46,31,0,0.0
l2_tools,L2 Tools,user,47,1389,2,0.00144
l2_tools,L2 Tools,user,48,22,0,0.0
l2_tools,L2 Tools,user,49,1262,0,0.0
l2_tools,L2 Tools,user,50,19,0,0.0
l2_tools,L2 Tools,user,51,1149,1,0.00087
l2_tools,L2 Tools,user,52,24,0,0.0
l2_tools,L2 Tools,user,53,1117,0,0.0
l2_tools,L2 Tools,user,54,24,0,0.0
l2_tools,L2 Tools,user,55,974,1,0.001027
l2_tools,L2 Tools,user,56,13,0,0.0
l2_tools,L2 Tools,user,57,960,0,0.0
l2_tools,L2 Tools,user,58,21,0,0.0
l2_tools,L2 Tools,user,59,816,0,0.0
l2_tools,L2 Tools,user,60,18,0,0.0
l2_tools,L2 Tools,user,61,685,1,0.00146
l2_tools,L2 Tools,user,62,11,0,0.0
l2_tools,L2 Tools,user,63,674,0,0.0
l2_tools,L2 Tools,user,64,10,0,0.0
l2_tools,L2 Tools,user,65,572,0,0.0
l2_tools,L2 Tools,user,66,6,0,0.0
l2_tools,L2 Tools,user,67,581,0,0.0
l2_tools,L2 Tools,user,68,10,0,0.0
l2_tools,L2 Tools,user,69,478,0,0.0
l2_tools,L2 Tools,user,70,9,0,0.0
l2_tools,L2 Tools,user,71,447,0,0.0
l2_tools,L2 Tools,user,72,11,0,0.0
l2_tools,L2 Tools,user,73,413,0,0.0
l2_tools,L2 Tools,user,74,12,0,0.0
l2_tools,L2 Tools,user,75,356,0,0.0
l2_tools,L2 Tools,user,76,4,0,0.0
l2_tools,L2 Tools,user,77,301,1,0.003322
l2_tools,L2 Tools,user,78,6,0,0.0
l2_tools,L2 Tools,user,79,252,0,0.0
l2_tools,L2 Tools,user,80,11,0,0.0
l2_tools,L2 Tools,user,81,222,1,0.004505
l2_tools,L2 Tools,user,82,11,0,0.0
l2_tools,L2 Tools,user,83,206,0,0.0
l2_tools,L2 Tools,user,84,9,0,0.0
l2_tools,L2 Tools,user,85,171,0,0.0
l2_tools,L2 Tools,user,86,6,0,0.0
l2_tools,L2 Tools,user,87,152,1,0.006579
l2_tools,L2 Tools,user,88,8,0,0.0
l2_tools,L2 Tools,user,89,132,0,0.0
l2_tools,L2 Tools,user,90,5,0,0.0
l2_tools,L2 Tools,user,91,113,0,0.0
l2_tools,L2 Tools,user,92,3,0,0.0
l2_tools,L2 Tools,user,93,93,0,0.0
l2_tools,L2 Tools,user,94,2,0,0.0
l2_tools,L2 Tools,user,95,81,0,0.0
l2_tools,L2 Tools,user,96,1,0,0.0
l2_tools,L2 Tools,user,97,65,0,0.0
l2_tools,L2 Tools,user,98,3,0,0.0
l2_tools,L2 Tools,user,99,59,0,0.0
l2_tools,L2 Tools,user,100,4,0,0.0
l2_tools,L2 Tools,user,101,48,0,0.0
l2_tools,L2 Tools,user,102,3,0,0.0
l2_tools,L2 Tools,user,103,63,1,0.015873
l2_tools,L2 Tools,user,104,2,0,0.0
l2_tools,L2 Tools,user,105,50,0,0.0
l2_tools,L2 Tools,user,106,1,0,0.0
l2_tools,L2 Tools,user,107,25,1,0.04
l2_tools,L2 Tools,user,108,1,0,0.0
l2_tools,L2 Tools,user,109,30,0,0.0
l2_tools,L2 Tools,user,110,1,0,0.0
l2_tools,L2 Tools,user,111,30,0,0.0
l2_tools,L2 Tools,user,112,1,0,0.0
l2_tools,L2 Tools,user,113,29,1,0.034483
l2_tools,L2 Tools,user,114,1,0,0.0
l2_tools,L2 Tools,user,115,28,0,0.0
l2_tools,L2 Tools,user,116,1,0,0.0
l2_tools,L2 Tools,user,117,21,0,0.0
l2_tools,L2 Tools,user,118,1,0,0.0
l2_tools,L2 Tools,user,119,15,0,0.0
l2_tools,L2 Tools,user,121,12,0,0.0
l2_tools,L2 Tools,user,122,1,0,0.0
l2_tools,L2 Tools,user,123,13,0,0.0
l2_tools,L2 Tools,user,125,13,0,0.0
l2_tools,L2 Tools,user,127,9,0,0.0
l2_tools,L2 Tools,user,129,12,0,0.0
l2_tools,L2 Tools,user,130,1,0,0.0
l2_tools,L2 Tools,user,131,9,0,0.0
l2_tools,L2 Tools,user,133,9,1,0.111111
l2_tools,L2 Tools,user,135,4,0,0.0
l2_tools,L2 Tools,user,137,4,0,0.0
l2_tools,L2 Tools,user,139,3,0,0.0
l2_tools,L2 Tools,user,141,3,0,0.0
l2_tools,L2 Tools,user,143,2,0,0.0
l2_tools,L2 Tools,user,144,1,0,0.0
l2_tools,L2 Tools,user,145,3,0,0.0
l2_tools,L2 Tools,user,147,4,0,0.0
l2_tools,L2 Tools,user,148,1,0,0.0
l2_tools,L2 Tools,user,149,3,0,0.0
l2_tools,L2 Tools,user,150,1,0,0.0
l2_tools,L2 Tools,user,151,2,0,0.0
l2_tools,L2 Tools,user,152,1,0,0.0
l2_tools,L2 Tools,user,153,3,0,0.0
l2_tools,L2 Tools,user,155,3,0,0.0
l2_tools,L2 Tools,user,159,1,0,0.0
l2_tools,L2 Tools,user,161,2,0,0.0
l2_tools,L2 Tools,user,163,1,0,0.0
l2_tools,L2 Tools,user,165,1,0,0.0
l2_tools,L2 Tools,user,167,1,0,0.0
l2_tools,L2 Tools,user,169,2,0,0.0
l2_tools,L2 Tools,user,173,1,0,0.0
l2_tools,L2 Tools,user,177,1,0,0.0
l2_tools,L2 Tools,user,179,1,0,0.0
l2_tools,L2 Tools,user,183,1,0,0.0
l2_tools,L2 Tools,user,185,1,0,0.0
l2_tools,L2 Tools,user,198,1,0,0.0
l2_tools,L2 Tools,user,206,1,0,0.0
l2_tools,L2 Tools,user,329,1,0,0.0
